trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260824,000017.SZ,深中华A,U,7.82,7.82,6.4,0,180589590.0,92500,92500,3.0,3/3,饰品,2.01,69120996.0,3447227656.82,5389426136.96,180589590.0
20260824,000065.SZ,北方国际,U,9.98,9.98,8.16,6,73901500.0,92500,135606,1.0,1/1,专业工程,7.8,825797040.0,10628885358.54,11591192756.8,73901500.0
20260824,000620.SZ,盈新发展,U,3.47,3.47,2.84,1,251117654.0,93357,94942,1.0,1/1,房地产开发,9.12,1456230544.0,16210968388.05,20375198632.96,251117654.0
20260824,000723.SZ,美锦能源,U,3.89,3.89,3.19,1,30298031.0,94003,94403,1.0,2/4,焦炭Ⅱ,4.15,697970720.0,17097234803.38,17129624087.04,30298031.0
20260824,000925.SZ,众合科技,U,8.97,8.97,7.34,0,169076265.0,92500,92500,1.0,1/1,轨交设备,1.76,105717890.0,6020238310.71,6067037608.32,169076265.0
20260824,000931.SZ,中 关 村,U,5.6,5.6,4.58,1,89005666.0,92500,143957,3.0,3/3,化学制药,14.99,616654400.0,4205765379.2,4217511065.6,89005666.0
20260824,001268.SZ,联合精密,U,22.42,22.42,18.34,1,43818993.0,93227,111324,1.0,1/1,家电零部,6.22,129573980.0,2115049373.14,3378753794.14,43818993.0
20260824,002015.SZ,协鑫能科,U,15.57,15.57,12.74,0,348193467.0,92500,92500,1.0,1/1,电力,1.96,494260512.0,25275164239.98,25275164146.56,348193467.0
20260824,002017.SZ,东信和平,U,15.98,15.98,13.08,5,51929742.0,93100,94518,2.0,2/2,通信设备,7.45,684374144.0,9271154776.22,9275301825.92,51929742.0
20260824,002041.SZ,登海种业,U,10.19,10.19,8.33,0,102201624.0,94412,94412,1.0,1/1,种植业,5.16,450444064.0,8967200000.0,8967200000.0,102201624.0
20260824,002052.SZ,同洲电子,U,9.08,9.08,7.43,0,50446146.0,140503,140503,1.0,1/1,其他电源,4.67,280641488.0,6259635367.4,6832152439.68,50446146.0
20260824,002084.SZ,海鸥住工,U,3.95,3.95,3.23,0,236239775.0,92500,92500,1.0,1/1,家居用品,0.76,19296785.0,2546306045.9,2551921389.6,236239775.0
20260824,002172.SZ,澳洋健康,U,4.44,4.44,3.64,0,58956113.0,100703,100703,1.0,6/9,医疗服务,16.14,519433216.0,3397224841.2,3399851713.92,58956113.0
20260824,002277.SZ,友阿股份,U,6.44,6.44,5.27,5,45251703.0,93506,144454,1.0,1/1,一般零售,5.96,530373392.0,8978472832.0,8978472832.0,45251703.0
20260824,002412.SZ,汉森制药,U,11.21,11.21,9.17,0,249630535.0,93006,93006,4.0,4/4,中药Ⅱ,7.33,403946816.0,5580842450.0,5640872000.0,249630535.0
20260824,002445.SZ,中南文化,U,3.37,3.37,2.75,0,198607600.0,92500,92500,1.0,1/1,通用设备,0.2,16167218.0,7974276731.51,8009167396.32,198607600.0
20260824,002580.SZ,圣阳股份,U,21.05,21.05,17.23,1,188619367.0,93733,94145,1.0,1/1,电池,12.83,1205842672.0,9521731740.0,9553942281.6,188619367.0
20260824,002651.SZ,利君股份,U,8.61,8.61,7.05,0,69227594.0,95551,95551,1.0,1/1,航空装备,6.12,289523776.0,4868641949.01,8898090600.0,69227594.0
20260824,002716.SZ,湖南白银,U,11.46,11.46,9.38,2,156651576.0,101430,145018,2.0,2/2,贵金属,25.33,6608849664.0,26615571224.04,32352595814.4,156651576.0
20260824,002882.SZ,金龙羽,U,23.76,23.76,19.44,0,22778712.0,93912,93912,1.0,1/1,电网设备,5.77,332816752.0,5868483302.88,10285704000.0,22778712.0
20260824,002906.SZ,华阳集团,U,28.23,28.23,23.09,0,325742046.0,92500,92500,1.0,1/1,汽车零部件,0.42,62595480.0,14812318630.59,14818464499.2,325742046.0
20260824,003035.SZ,南网能源,U,5.73,5.73,4.69,3,67983585.0,94806,110709,1.0,1/1,电力,2.18,467651808.0,21704545449.51,21704545432.32,67983585.0
20260824,003040.SZ,楚天龙,U,14.07,14.07,11.51,7,32440579.0,93157,102654,2.0,2/2,通信设备,11.15,700507536.0,6427883130.06,6488183069.76,32440579.0
20260824,300313.SZ,天山生物,U,15.36,15.36,10.24,0,23144448.0,105842,105842,1.0,3/6,养殖业,23.49,639508496.0,3031338839.04,3683005347.84,23144448.0
20260824,301152.SZ,天力锂能,U,23.32,23.32,15.54,4,24870780.0,93530,100454,1.0,1/1,电池,20.02,324645248.0,1655235107.24,2769016963.24,24870780.0
20260824,600272.SH,开开实业,U,18.15,18.15,14.85,4,17932200.0,133354,141527,1.0,7/13,医药商业,31.86,884506560.0,2904000000.0,4767132801.75,17932200.0
20260824,600367.SH,红星发展,U,38.15,38.15,31.21,10,91482212.0,102611,140305,1.0,1/1,化学原料,23.5,2781079056.0,12283276893.3,13014143682.4,91482212.0
20260824,600403.SH,大有能源,U,7.3,7.3,5.98,0,109480676.0,141658,141658,1.0,2/4,煤炭开采,6.2,1039822368.0,17452930534.6,17452930520.0,109480676.0
20260824,600508.SH,上海能源,U,9.88,9.88,8.08,2,74277237.0,95249,103443,1.0,1/1,煤炭开采,3.54,346728224.0,9996635376.0,9996635376.0,74277237.0
20260824,600594.SH,益佰制药,U,4.09,4.09,3.35,2,37290906.0,93519,95922,1.0,1/1,中药Ⅱ,6.6,209386557.0,3208171051.0,3208171067.36,37290906.0
20260824,600604.SH,市北高新,U,4.94,4.94,4.04,0,65737143.0,93000,93000,1.0,1/1,房地产开发,2.0,139040865.0,6952826731.76,9254125712.0,65737143.0
20260824,600610.SH,中毅达,U,8.66,8.66,7.08,0,64715244.0,131811,131811,1.0,2/4,化学原料,12.0,696790720.0,6137573265.3,9277238105.28,64715244.0
20260824,600613.SH,神奇制药,U,9.9,9.9,8.1,1,93698837.0,93629,93844,1.0,6/8,化学制药,20.36,937738752.0,4745267782.2,5287309156.8,93698837.0
20260824,600785.SH,新华百货,U,10.71,10.71,8.77,1,74140264.0,92501,93116,2.0,2/2,一般零售,5.02,169637652.0,3383115412.32,3383115412.32,74140264.0
20260824,601083.SH,锦江航运,U,13.11,13.11,10.73,1,17050866.0,130052,133513,1.0,1/1,航运港口,22.64,563987472.0,2544913200.0,16965913200.0,17050866.0
20260824,601212.SH,白银有色,U,6.7,6.7,5.48,2,303296109.0,93045,93618,2.0,2/2,工业金属,2.95,1457887760.0,49611989223.7,49611988480.0,303296109.0
20260824,601700.SH,风范股份,U,7.71,7.71,6.31,0,50322784.0,95405,95405,1.0,9/16,电网设备,14.54,1221491328.0,8779818783.0,8779818752.16,50322784.0
20260824,603032.SH,德新科技,U,20.22,20.22,16.54,0,48995082.0,93710,93710,1.0,1/1,电池,3.7,171616655.0,4708865952.0,4715858028.0,48995082.0
20260824,603089.SH,正裕工业,U,10.53,10.53,8.61,0,26984441.0,93613,93613,1.0,4/7,汽车零部件,4.49,111102288.0,2527550312.04,2903323512.96,26984441.0
20260824,603105.SH,芯能科技,U,7.74,7.74,6.34,1,60997392.0,95038,110356,1.0,1/1,电力,6.54,249264831.0,3870088042.5,3870088050.24,60997392.0
20260824,603200.SH,上海洗霸,U,39.13,39.13,32.01,0,41106065.0,93442,93442,1.0,1/1,环境治理,1.92,130284373.0,6866536430.39,6866536430.39,41106065.0
20260824,603330.SH,天洋新材,U,10.97,10.97,8.97,7,49273510.0,100452,110922,2.0,6/9,塑料,28.75,1233974096.0,4461644133.1,4746429918.56,49273510.0
20260824,603565.SH,中谷物流,U,13.52,13.52,11.06,1,75877836.0,101223,143841,1.0,1/1,航运港口,2.62,731250400.0,28392853152.56,28392853166.08,75877836.0
20260824,603958.SH,哈森股份,U,22.61,22.61,18.5,3,52624775.0,93138,142646,3.0,5/6,服装家纺,19.91,965030064.0,4959729600.0,4959729600.0,52624775.0
