ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000065.SZ,20260824,北方国际,9.98,10.0331,7.8,825797033.0,157987968.77,184880118.7,342868087.47,26892149.93,3.26,41.52,10628885358.54,日涨幅偏离值达到7%的前5只证券
000506.SZ,20260824,招金黄金,22.34,7.559,13.89,7910902300.0,665755032.03,706984235.43,1372739267.46,41229203.4,0.52,17.35,20747313508.74,连续三个交易日内，涨幅偏离值累计达到20%的证券
000534.SZ,20260824,万泽股份,24.33,-9.9889,3.28,411152025.0,150225103.95,58112732.0,208337835.95,-92112371.95,-22.4,50.67,12226750537.53,日跌幅偏离值达到7%的前5只证券
000603.SZ,20260824,盛达资源,39.86,8.8774,18.69,8180122139.0,1358234426.66,1147648482.45,2505882909.11,-210585944.21,-2.57,30.63,26575314069.74,连续三个交易日内，涨幅偏离值累计达到20%的证券
000620.SZ,20260824,盈新发展,3.47,10.1587,9.12,1456230546.0,142631809.08,515341280.27,657973089.35,372709471.19,25.59,45.18,16210968388.05,日涨幅偏离值达到7%的前5只证券
000628.SZ,20260824,高新发展,47.76,5.3142,14.75,2668685347.0,405336296.63,577615211.43,982951508.06,172278914.8,6.46,36.83,9181314819.6,连续三个交易日内，涨幅偏离值累计达到20%的证券
001257.SZ,20260824,盛龙股份,25.97,3.0556,28.37,1043215363.0,131254696.21,153414616.27,284669312.48,22159920.06,2.12,27.29,3556539248.36,日换手率达到20%的前5只证券
001317.SZ,20260824,三羊马,47.97,-10.0,11.4,492405881.0,60523504.62,65688932.0,126212436.62,5165427.38,1.05,25.63,4101555740.49,日跌幅偏离值达到7%的前5只证券
002017.SZ,20260824,东信和平,15.98,9.9794,7.45,1154951458.0,152037963.82,214129156.95,366167120.77,62091193.13,5.38,31.7,9271154776.22,连续三个交易日内，涨幅偏离值累计达到20%的证券
002038.SZ,20260824,双鹭药业,6.37,-10.0282,15.01,842515132.0,200302678.1,78968690.51,279271368.61,-121333987.59,-14.4,33.15,5426675082.92,日跌幅偏离值达到7%的前5只证券
002104.SZ,20260824,恒宝股份,11.51,7.1695,19.52,2973020947.0,371990616.35,434432486.95,806423103.3,62441870.6,2.1,27.12,6902565208.82,连续三个交易日内，涨幅偏离值累计达到20%的证券
002412.SZ,20260824,汉森制药,11.21,10.0098,7.33,633477153.0,59446608.0,143830884.42,203277492.42,84384276.42,13.32,32.09,5580842450.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002437.SZ,20260824,誉衡药业,3.94,-9.4253,26.99,2316942508.0,286598440.34,205403564.76,492002005.1,-81194875.58,-3.5,21.23,8274606172.94,日换手率达到20%的前5只证券
002487.SZ,20260824,大金重工,35.26,-10.0051,5.81,1332183268.0,290714440.0,200671179.27,491385619.27,-90043260.73,-6.76,36.89,22246248579.16,日跌幅偏离值达到7%的前5只证券
002580.SZ,20260824,圣阳股份,21.05,9.9791,12.83,1205842670.0,84607786.35,448093937.21,532701723.56,363486150.86,30.14,44.18,9521731740.0,日涨幅偏离值达到7%的前5只证券
002716.SZ,20260824,湖南白银,11.46,9.9808,25.33,6608849620.0,907820154.02,710303026.01,1618123180.03,-197517128.01,-2.99,24.48,26615571224.04,日涨幅偏离值达到7%的前5只证券
002716.SZ,20260824,湖南白银,11.46,9.9808,25.33,10921835298.0,1267536755.58,1363785609.11,2631322364.69,96248853.53,0.88,24.09,26615571224.04,连续三个交易日内，涨幅偏离值累计达到20%的证券
002731.SZ,20260824,*ST萃华,1.28,10.3448,29.81,78007932.0,9745774.8,7617544.25,17363319.05,-2128230.55,-2.73,22.26,293960192.0,日振幅值达到15%的前5只证券
002860.SZ,20260824,星帅尔,15.66,-10.0,5.74,315409867.0,75642175.0,48384904.0,124027079.0,-27257271.0,-8.64,39.32,5417395187.4,日跌幅偏离值达到7%的前5只证券
002903.SZ,20260824,宇环数控,32.68,-3.1417,27.22,949800095.0,150425290.96,192445345.48,342870636.44,42020054.52,4.42,36.1,3515255213.32,日换手率达到20%的前5只证券
003032.SZ,20260824,传智教育,9.99,-7.1561,28.48,813534413.0,58342153.34,66451514.0,124793667.34,8109360.66,1.0,15.34,2841971263.92,日换手率达到20%的前5只证券
003040.SZ,20260824,楚天龙,14.07,10.0078,11.15,700507535.0,102477333.3,108382990.59,210860323.89,5905657.29,0.84,30.1,6427883130.06,日涨幅偏离值达到7%的前5只证券
003040.SZ,20260824,楚天龙,14.07,10.0078,11.15,1098141338.0,113698665.5,171700510.7,285399176.2,58001845.2,5.28,25.99,6427883130.06,连续三个交易日内，涨幅偏离值累计达到20%的证券
123281.SZ,20260824,中仑转债,157.3,57.3,,66786833.0,6171075.3,44879649.1,51050724.4,38708573.8,57.96,76.44,,上市首日可转债
200521.SZ,20260824,虹美菱B,2.87,9.9617,5.01,18376602.0,3839830.45,10731479.62,14571310.07,6891649.17,37.5,79.29,4635444259.42,日涨幅偏离值达到7%的前5只证券
200521.SZ,20260824,虹美菱B,2.87,9.9617,5.01,22697203.0,4471657.95,10231114.15,14702772.1,5759456.2,25.38,64.78,4635444259.42,连续三个交易日内，涨幅偏离值累计达到20%的证券
300097.SZ,20260824,智云股份,8.78,-17.1698,18.03,441267698.0,113272259.8,80487614.0,193759873.8,-32784645.8,-7.43,43.91,2316431052.48,日跌幅达到15%的前5只证券
300139.SZ,20260824,晓程科技,58.33,8.6624,34.44,4590248658.0,430303320.38,323026928.82,753330249.2,-107276391.56,-2.34,16.41,13629342594.25,日换手率达到30%的前5只证券
300189.SZ,20260824,神农种业,5.84,4.4723,32.54,1665111320.0,208544785.0,108740193.98,317284978.98,-99804591.02,-5.99,19.05,5175702476.16,日换手率达到30%的前5只证券
