trade_date,industry,limit_up_count,rank
20260921,化学制药,9,1
20260921,化学制品,5,2
20260921,医疗服务,5,3
20260921,房地产开发,5,4
20260921,一般零售,4,5
20260921,医疗器械,4,6
20260921,服装家纺,4,7
20260921,专用设备,3,8
20260921,出版,3,9
20260921,家居用品,3,10
