ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000042.SZ,20260623,1min,241,1,10:11:00,15:00:00,1,0,1.2121,0,,0.0,57.7273,0.021594,0.0,31,0.0,57.0,67.9682,10.2,neutral_limitup
000070.SZ,20260623,1min,241,1,09:33:00,15:00:00,2,3,2.6316,3,4.3333,88.6667,44.2439,0.083872,0.0,30,12.0,54.7333,59.9032,35.7233,high_open_board_risk
000551.SZ,20260623,1min,241,1,09:41:00,15:00:00,1,0,1.1283,0,,0.0,58.2304,0.047412,0.0,31,0.0,70.0,73.9691,8.25,neutral_limitup
000566.SZ,20260623,1min,241,1,09:33:00,15:00:00,1,0,1.7157,0,,0.0,54.7059,0.126582,0.0,31,0.0,70.0,72.9118,8.25,neutral_limitup
000571.SZ,20260623,1min,241,1,09:34:00,15:00:00,7,2,5.1482,2,9.5,68.5,34.0858,0.020706,0.0,31,0.0,63.7,63.8907,28.72,neutral_limitup
000691.SZ,20260623,1min,241,1,10:09:00,15:00:00,1,0,0.3132,0,,0.0,63.1206,0.008998,0.0,31,0.0,57.0,69.5862,10.2,neutral_limitup
000756.SZ,20260623,1min,241,1,09:33:00,15:00:00,1,0,1.1161,0,,0.0,58.3036,0.039691,0.0,31,0.0,70.0,73.9911,8.25,neutral_limitup
000783.SZ,20260623,1min,241,1,09:32:00,15:00:00,1,0,2.0085,0,,0.0,52.9493,0.090876,0.0,31,0.0,70.0,72.3848,8.25,neutral_limitup
000813.SZ,20260623,1min,241,1,09:48:00,15:00:00,5,2,2.1944,2,10.5,65.5,50.7589,0.01301,0.0,31,0.0,63.1,68.6227,29.56,neutral_limitup
000882.SZ,20260623,1min,241,1,09:31:00,15:00:00,1,0,2.0548,0,,0.0,52.6712,0.027742,0.0,31,0.0,70.0,72.3014,8.25,neutral_limitup
001206.SZ,20260623,1min,241,1,10:05:00,15:00:00,1,0,0.7012,0,,0.0,60.7929,0.018598,0.0,31,0.0,57.0,68.8879,10.2,neutral_limitup
001225.SZ,20260623,1min,241,1,10:12:00,15:00:00,1,0,1.7038,0,,0.0,54.7772,0.02363,0.0,31,0.0,57.0,67.0832,10.2,neutral_limitup
001279.SZ,20260623,1min,241,1,13:56:00,15:00:00,1,0,0.2451,0,,0.0,63.5294,0.094194,0.0,31,0.0,45.0,64.3088,12.0,neutral_limitup
002014.SZ,20260623,1min,241,1,11:12:00,15:00:00,4,5,2.356,5,9.8,67.6,14.5239,0.16729,0.0,11,36.0,0.0,20.3572,67.1,high_open_board_risk
002021.SZ,20260623,1min,241,1,09:58:00,15:00:00,1,0,2.2472,0,,0.0,51.5169,0.043748,0.0,31,0.0,70.0,71.9551,8.25,neutral_limitup
002031.SZ,20260623,1min,241,1,10:04:00,15:00:00,1,0,0.9868,0,,0.0,59.0789,0.031782,0.0,31,0.0,57.0,68.3737,10.2,neutral_limitup
002038.SZ,20260623,1min,241,1,09:43:00,15:00:00,1,0,1.6245,0,,0.0,55.2527,0.038999,0.0,31,0.0,70.0,73.0758,8.25,neutral_limitup
002047.SZ,20260623,1min,241,1,10:32:00,15:00:00,1,1,0.4193,1,1.0,100.0,85.4843,0.014612,0.0,31,0.0,67.0,80.7953,12.65,healthy_limitup
002068.SZ,20260623,1min,241,1,09:40:00,15:00:00,5,3,3.5573,3,83.3333,20.0,14.6561,0.094021,0.0,10,24.0,38.0,40.4968,58.4,high_open_board_risk
002141.SZ,20260623,1min,241,1,10:03:00,15:00:00,3,2,1.8182,2,4.5,88.0,60.8909,0.157205,0.0,26,12.0,51.6,63.4873,28.66,neutral_limitup
002167.SZ,20260623,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.542501,0.0,31,65.2501,53.6875,52.3468,27.0094,late_withdraw_risk
002196.SZ,20260623,1min,241,1,09:42:00,15:00:00,1,0,0.7168,0,,0.0,60.6989,0.05229,0.0,31,0.0,70.0,74.7097,8.25,neutral_limitup
002370.SZ,20260623,1min,241,1,09:44:00,15:00:00,1,0,1.8484,0,,0.0,53.9094,0.017183,0.0,31,0.0,70.0,72.6728,8.25,neutral_limitup
002374.SZ,20260623,1min,241,1,10:06:00,15:00:00,2,1,2.8409,1,105.0,20.0,42.9545,0.01481,0.0,31,0.0,51.0,60.8364,35.05,neutral_limitup
002420.SZ,20260623,1min,241,1,10:46:00,15:00:00,1,0,0.8224,0,,0.0,60.0658,0.010816,0.0,31,0.0,57.0,68.6697,10.2,neutral_limitup
002453.SZ,20260623,1min,241,1,09:38:00,15:00:00,1,0,1.6636,0,,0.0,55.0185,0.08742,0.0,31,0.0,70.0,73.0055,8.25,neutral_limitup
002522.SZ,20260623,1min,241,1,09:59:00,15:00:00,1,1,1.8397,1,1.0,100.0,76.9619,0.032502,0.0,31,0.0,80.0,84.0886,10.7,healthy_limitup
002549.SZ,20260623,1min,241,1,09:35:00,15:00:00,2,0,2.5174,0,,0.0,49.8956,0.071548,0.0,31,0.0,70.0,71.4687,8.25,neutral_limitup
002580.SZ,20260623,1min,241,1,09:33:00,15:00:00,2,1,3.7947,1,11.0,64.0,52.6316,0.018553,0.0,31,0.0,72.8,73.5495,20.78,neutral_limitup
002584.SZ,20260623,1min,241,1,09:35:00,15:00:00,1,0,1.2974,0,,0.0,57.2156,0.041855,0.0,31,0.0,70.0,73.6647,8.25,neutral_limitup
