ts_code,trade_date,close,open,high,low,vol,amount,vwap
000009.SZ,20260803,7.98,7.98,7.99,7.87,2987900.16,23808770.56,7.97
000025.SZ,20260803,15.05,15.12,15.17,15.05,279800.0,4228981.12,15.11
000032.SZ,20260803,13.68,13.6,13.73,13.6,1463000.0,19915907.84,13.61
000048.SZ,20260803,19.21,19.1,19.41,19.06,400300.0,7651555.2,19.12
000428.SZ,20260803,3.99,4.05,4.08,3.99,8283800.32,33494149.12,4.04
000506.SZ,20260803,14.79,14.87,14.96,14.78,4351000.0,64708925.44,14.87
000526.SZ,20260803,35.52,35.55,35.55,35.5,45400.0,1613784.96,35.55
000566.SZ,20260803,5.78,5.77,5.8,5.74,3471900.16,20028308.48,5.77
000593.SZ,20260803,18.61,18.61,18.61,18.61,2005600.0,37324216.32,18.61
000595.SZ,20260803,5.6,5.58,5.65,5.58,2590900.0,14478200.32,5.59
000676.SZ,20260803,7.79,7.78,7.87,7.69,13545999.36,105350174.72,7.78
000721.SZ,20260803,6.55,6.57,6.58,6.55,369000.0,2424236.96,6.57
000815.SZ,20260803,15.95,15.9,15.99,15.88,4148600.0,66003502.08,15.91
000820.SZ,20260803,3.84,3.87,3.87,3.81,9139800.32,35350144.0,3.87
000892.SZ,20260803,3.89,3.9,3.92,3.86,5058300.16,19705272.32,3.9
000967.SZ,20260803,8.25,8.23,8.3,8.12,7742629.76,63708113.92,8.23
001223.SZ,20260803,34.0,34.0,34.01,33.08,106768.0,3625697.92,33.96
001225.SZ,20260803,42.91,43.0,43.06,42.8,67800.0,2914983.04,42.99
001267.SZ,20260803,29.67,29.55,29.77,29.55,412100.0,12197519.36,29.6
001309.SZ,20260803,373.5,373.94,376.61,372.0,919414.0,343745740.8,373.88
001359.SZ,20260803,77.95,76.62,78.14,76.62,115200.0,8848606.08,76.81
001400.SZ,20260803,67.33,67.32,67.94,67.0,39600.0,2666099.04,67.33
002115.SZ,20260803,11.29,11.36,11.36,11.26,1990800.0,22587038.72,11.35
002131.SZ,20260803,4.99,5.0,5.05,4.91,84687697.92,422869483.52,4.99
002197.SZ,20260803,7.05,7.01,7.1,7.01,5314200.0,37320604.16,7.02
002235.SZ,20260803,8.35,8.3,8.39,8.3,1278500.0,10626129.92,8.31
002258.SZ,20260803,15.27,15.27,15.36,15.21,1119800.0,17101488.64,15.27
002346.SZ,20260803,17.4,17.5,17.5,17.4,92300.0,1614136.0,17.49
002354.SZ,20260803,7.15,7.16,7.16,7.12,47814338.56,342284062.72,7.16
002432.SZ,20260803,66.3,66.71,66.78,66.28,1098900.0,73261992.96,66.67
002534.SZ,20260803,13.88,13.87,13.98,13.87,328900.0,4564147.84,13.88
002552.SZ,20260803,34.5,34.99,35.03,34.08,249200.0,8696366.72,34.9
002585.SZ,20260803,9.0,9.05,9.05,8.9,8272899.84,74597678.08,9.02
002659.SZ,20260803,4.73,4.75,4.76,4.7,2124000.0,10077212.16,4.74
002686.SZ,20260803,5.96,5.78,5.96,5.78,3858800.0,22407342.08,5.81
002702.SZ,20260803,4.84,4.81,4.85,4.81,1794900.0,8641779.2,4.82
002703.SZ,20260803,14.11,14.1,14.19,14.1,1091632.96,15401290.24,14.11
002774.SZ,20260803,15.2,15.45,15.49,15.12,398800.0,6145301.12,15.41
002775.SZ,20260803,4.08,4.0,4.11,4.0,1056700.0,4245751.04,4.02
002827.SZ,20260803,37.99,38.06,38.06,37.7,4284400.0,163037358.08,38.05
002846.SZ,20260803,10.55,10.56,10.56,10.5,409800.0,4325119.04,10.55
002851.SZ,20260803,106.45,106.5,106.8,106.0,583315.0,62108057.6,106.47
002882.SZ,20260803,21.68,21.63,21.76,21.63,746100.0,16142684.16,21.64
002896.SZ,20260803,69.33,68.9,69.91,68.9,1124999.04,77628815.36,69.0
002929.SZ,20260803,49.16,49.01,49.77,49.01,500000.0,24529827.84,49.06
002931.SZ,20260803,46.21,46.0,46.56,46.0,378473.0,17429404.16,46.05
002957.SZ,20260803,33.03,33.33,33.33,33.0,193100.0,6428519.68,33.29
002963.SZ,20260803,13.89,13.92,13.92,13.55,213200.0,2964893.12,13.91
002979.SZ,20260803,57.96,57.82,57.98,57.5,361100.0,20876184.32,57.81
003001.SZ,20260803,20.6,20.46,20.7,20.05,2114300.0,43190169.6,20.43
003005.SZ,20260803,13.46,13.44,13.58,13.44,434900.0,5853368.96,13.46
003018.SZ,20260803,32.9,33.0,33.0,32.56,387500.0,12766493.44,32.95
003032.SZ,20260803,9.69,9.69,9.69,9.69,4661126.08,45166310.4,9.69
003036.SZ,20260803,44.1,44.45,44.45,44.0,132900.0,5896798.72,44.37
600162.SH,20260803,3.21,3.2,3.21,3.2,7176700.16,22965724.16,3.2
600228.SH,20260803,7.35,7.35,7.35,7.35,1628600.0,11970210.56,7.35
600418.SH,20260803,25.99,25.99,25.99,25.99,1328400.0,34525114.88,25.99
600449.SH,20260803,13.0,13.0,13.0,13.0,503200.0,6541600.0,13.0
600475.SH,20260803,15.71,15.71,15.76,15.71,278300.0,4372144.96,15.71
600513.SH,20260803,17.17,17.14,17.18,17.14,355200.0,6089982.08,17.15
600602.SH,20260803,17.88,17.88,17.88,17.88,1150100.0,20563787.52,17.88
600629.SH,20260803,14.2,14.18,14.2,14.18,967000.0,13712446.72,14.18
600663.SH,20260803,8.02,8.01,8.02,8.01,441500.0,3536417.92,8.01
600667.SH,20260803,16.73,16.73,16.73,16.73,7369573.76,123292979.2,16.73
600702.SH,20260803,38.0,38.0,38.0,38.0,191600.0,7280800.0,38.0
600712.SH,20260803,5.06,5.06,5.06,5.06,474300.0,2399958.08,5.06
600791.SH,20260803,6.69,6.69,6.69,6.69,228400.0,1527996.0,6.69
600986.SH,20260803,8.0,8.02,8.02,8.0,4155900.16,33329093.12,8.02
601003.SH,20260803,4.02,4.02,4.02,4.02,839100.0,3373182.08,4.02
601616.SH,20260803,3.64,3.64,3.64,3.64,621700.0,2262988.0,3.64
603009.SH,20260803,39.83,39.83,39.83,39.83,118800.0,4731804.16,39.83
603031.SH,20260803,38.2,38.38,38.38,38.2,141500.0,5430392.32,38.38
603039.SH,20260803,40.0,40.0,40.0,40.0,1681900.0,67276001.28,40.0
603067.SH,20260803,30.82,30.82,31.14,30.82,232401.0,7166993.28,30.84
603106.SH,20260803,8.22,8.22,8.22,8.22,4015542.08,33007756.8,8.22
603115.SH,20260803,67.87,67.87,67.87,67.87,52200.0,3542814.08,67.87
603120.SH,20260803,44.43,44.43,44.43,44.43,26300.0,1168508.96,44.43
603137.SH,20260803,24.49,24.49,24.49,24.49,2127329.92,52098314.24,24.49
603139.SH,20260803,32.91,32.91,32.91,32.91,89500.0,2945445.12,32.91
603171.SH,20260803,45.0,45.0,45.0,45.0,520300.0,23413498.88,45.0
603185.SH,20260803,15.93,15.93,15.93,15.93,204900.0,3264056.96,15.93
603221.SH,20260803,22.54,22.54,22.54,22.54,0.0,0.0,22.54
603261.SH,20260803,47.2,47.89,47.89,47.2,52900.0,2532967.04,47.88
603286.SH,20260803,38.17,38.17,38.17,38.17,14600.0,557282.0,38.17
603316.SH,20260803,12.47,12.47,12.47,12.47,206700.0,2577548.96,12.47
603336.SH,20260803,9.99,9.99,9.99,9.99,597500.0,5969025.28,9.99
603337.SH,20260803,47.0,47.0,47.0,47.0,295300.0,13879100.16,47.0
603348.SH,20260803,14.39,14.39,14.39,14.39,40800.0,587112.0,14.39
603352.SH,20260803,26.71,26.71,26.71,26.71,57700.0,1541167.04,26.71
603375.SH,20260803,33.67,33.67,33.67,33.67,59300.0,1996631.04,33.67
603376.SH,20260803,25.84,25.84,25.84,25.84,52900.0,1366936.0,25.84
603382.SH,20260803,18.19,18.1,18.19,18.1,167600.0,3034488.96,18.11
603466.SH,20260803,10.41,10.41,10.41,10.37,2085300.0,21707338.24,10.41
603533.SH,20260803,22.06,21.93,22.06,21.9,1038600.0,22781381.12,21.94
603556.SH,20260803,26.53,26.53,26.53,26.53,154000.0,4085619.84,26.53
603598.SH,20260803,17.27,17.4,17.4,17.21,653400.0,11366136.32,17.4
603608.SH,20260803,17.34,17.1,17.34,17.1,197900.0,3384787.84,17.1
603629.SH,20260803,101.65,101.65,101.65,101.65,1489798.08,151437967.36,101.65
603637.SH,20260803,11.93,11.93,11.93,11.93,90300.0,1077279.04,11.93
603660.SH,20260803,8.97,8.97,8.97,8.97,519500.0,4659914.88,8.97
603682.SH,20260803,10.06,9.99,10.06,9.99,1617900.0,16166255.36,9.99
603696.SH,20260803,12.9,12.9,12.9,12.9,605700.0,7813530.24,12.9
603721.SH,20260803,17.62,17.62,17.62,17.62,236500.0,4167129.92,17.62
603738.SH,20260803,30.13,30.13,30.13,30.13,619600.0,18668547.84,30.13
603779.SH,20260803,7.35,7.35,7.37,7.35,610800.0,4490061.12,7.35
603813.SH,20260803,31.5,31.5,31.5,31.5,20200.0,636300.0,31.5
603919.SH,20260803,16.26,16.3,16.37,16.26,289800.0,4724407.04,16.3
603956.SH,20260803,6.99,6.99,6.99,6.99,1889600.0,13208304.64,6.99
605033.SH,20260803,18.61,18.61,18.61,18.61,105100.0,1955911.04,18.61
605068.SH,20260803,20.4,20.4,20.4,20.4,623600.0,12721440.0,20.4
605069.SH,20260803,10.38,10.38,10.38,10.38,301600.0,3130608.0,10.38
605168.SH,20260803,36.0,36.16,36.16,36.0,170900.0,6179616.0,36.16
605178.SH,20260803,59.8,59.8,59.8,59.8,56800.0,3396640.0,59.8
605179.SH,20260803,19.37,19.37,19.37,19.37,2502200.0,48467614.72,19.37
605198.SH,20260803,55.37,55.37,55.37,55.37,39000.0,2159430.08,55.37
605208.SH,20260803,12.25,12.25,12.25,12.25,185600.0,2273600.0,12.25
605287.SH,20260803,35.9,35.9,35.9,35.9,150400.0,5399360.0,35.9
605289.SH,20260803,86.0,86.0,86.0,86.0,44600.0,3835600.0,86.0
605318.SH,20260803,73.33,73.33,73.33,73.33,30600.0,2243897.92,73.33
605388.SH,20260803,5.9,5.9,5.9,5.9,889400.0,5247459.84,5.9
