trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260413,000010.SZ,美丽生态,建筑工程,0,,,0
20260413,000026.SZ,飞亚达,服饰,0,,,0
20260413,000402.SZ,金 融 街,全国地产,0,,,0
20260413,000612.SZ,焦作万方,铝,0,,,0
20260413,000688.SZ,国城矿业,铅锌,0,,,0
20260413,000791.SZ,甘肃能源,水力发电,0,,,0
20260413,000968.SZ,蓝焰控股,石油开采,0,,,0
20260413,001203.SZ,大中矿业,普钢,0,,,0
20260413,001299.SZ,美能能源,供气供热,1,7.0,2.0,0
20260413,002080.SZ,中材科技,玻璃,1,5.0,3.0,0
20260413,002124.SZ,天邦食品,农业综合,1,8.0,2.0,0
20260413,002240.SZ,盛新锂能,小金属,0,,,0
20260413,002297.SZ,博云新材,航空,0,,,0
20260413,002321.SZ,华英农业,农业综合,1,8.0,2.0,0
20260413,002364.SZ,中恒电气,电气设备,1,1.0,6.0,0
20260413,002418.SZ,康盛股份,家用电器,0,,,0
20260413,002436.SZ,兴森科技,元器件,1,4.0,3.0,0
20260413,002439.SZ,启明星辰,软件服务,1,10.0,2.0,0
20260413,002467.SZ,二六三,互联网,0,,,0
20260413,002515.SZ,金字火腿,食品,0,,,0
20260413,002580.SZ,圣阳股份,电气设备,1,1.0,6.0,0
20260413,002678.SZ,珠江钢琴,文教休闲,0,,,0
20260413,002876.SZ,三利谱,元器件,1,4.0,3.0,0
20260413,002902.SZ,铭普光磁,通信设备,1,6.0,3.0,0
20260413,002929.SZ,润建股份,通信设备,1,6.0,3.0,0
20260413,002943.SZ,宇晶股份,机床制造,0,,,0
20260413,002957.SZ,科瑞技术,专用机械,1,2.0,4.0,0
20260413,002980.SZ,华盛昌,电器仪表,0,,,0
20260413,003018.SZ,金富科技,塑料,0,,,0
20260413,301667.SZ,纳百川,汽车配件,1,3.0,4.0,0
20260413,600032.SH,浙江新能,新型电力,0,,,0
20260413,600152.SH,维科技术,电气设备,1,1.0,6.0,0
20260413,600166.SH,福田汽车,汽车整车,0,,,0
20260413,600176.SH,中国巨石,玻璃,1,5.0,3.0,0
20260413,600299.SH,安迪苏,饲料,0,,,0
20260413,600337.SH,美克家居,家居用品,0,,,0
20260413,600396.SH,华电辽能,火力发电,0,,,0
20260413,600527.SH,江南高纤,化纤,0,,,0
20260413,600654.SH,中安科,仓储物流,0,,,0
20260413,600743.SH,华远控股,区域地产,1,9.0,2.0,0
20260413,600773.SH,西藏城投,区域地产,1,9.0,2.0,0
20260413,600815.SH,厦工股份,工程机械,0,,,0
20260413,600982.SH,宁波能源,供气供热,1,7.0,2.0,0
20260413,601908.SH,京运通,电气设备,1,1.0,6.0,0
20260413,603177.SH,德创环保,环境保护,0,,,0
20260413,603256.SH,宏和科技,玻璃,1,5.0,3.0,0
20260413,603283.SH,赛腾股份,专用机械,1,2.0,4.0,0
20260413,603350.SH,安乃达,电气设备,1,1.0,6.0,0
20260413,603682.SH,锦和商管,房产服务,0,,,0
20260413,603738.SH,泰晶科技,元器件,1,4.0,3.0,0
20260413,603800.SH,洪田股份,专用机械,1,2.0,4.0,0
20260413,603803.SH,瑞斯康达,通信设备,1,6.0,3.0,0
20260413,603897.SH,长城科技,电气设备,1,1.0,6.0,0
20260413,603950.SH,长源东谷,汽车配件,1,3.0,4.0,0
20260413,605255.SH,天普股份,汽车配件,1,3.0,4.0,0
20260413,688081.SH,兴图新科,软件服务,1,10.0,2.0,0
20260413,688135.SH,利扬芯片,半导体,0,,,0
20260413,688667.SH,菱电电控,汽车配件,1,3.0,4.0,0
20260413,688813.SH,泰金新能,专用机械,1,2.0,4.0,0
