trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260526,000506.SZ,招金黄金,U,15.4,15.4,12.6,0,122781120.0,102518,102518,122781120.0
20260526,000509.SZ,华塑控股,U,4.74,4.74,3.88,0,46418327.0,93054,93054,46418327.0
20260526,000510.SZ,新金路,U,18.07,18.07,14.79,10,13740247.0,102439,110415,13740247.0
20260526,000759.SZ,中百集团,U,5.52,5.52,4.52,1,52335302.0,94639,94757,52335302.0
20260526,001257.SZ,盛龙股份,U,25.83,25.83,21.13,2,45341465.0,130106,130248,45341465.0
20260526,001331.SZ,胜通能源,U,67.83,67.83,55.49,1,34645461.0,95103,130012,34645461.0
20260526,001366.SZ,播恩集团,U,18.61,18.61,15.23,0,183650998.0,102409,102409,183650998.0
20260526,001376.SZ,百通能源,U,15.28,15.28,12.5,0,68917384.0,131318,131318,68917384.0
20260526,002181.SZ,粤 传 媒,U,14.49,14.49,11.85,1,111280664.0,130406,135921,111280664.0
20260526,002185.SZ,华天科技,U,18.67,18.67,15.27,6,827324718.0,92500,111621,827324718.0
20260526,002245.SZ,蔚蓝锂芯,U,22.35,22.35,18.29,9,,94333,,
20260526,002251.SZ,步步高,U,4.15,4.15,3.39,1,53340365.0,93906,94518,53340365.0
20260526,002388.SZ,新亚制程,U,6.44,6.44,5.27,0,137522348.0,92500,92500,137522348.0
20260526,002552.SZ,宝鼎科技,U,48.18,48.18,39.42,0,88559658.0,130251,130251,88559658.0
20260526,002579.SZ,中京电子,U,15.04,15.04,12.3,0,130037148.0,101542,101542,130037148.0
20260526,002585.SZ,双星新材,U,10.87,10.87,8.89,3,58601691.0,94257,140515,58601691.0
20260526,002627.SZ,三峡旅游,U,7.27,7.27,5.95,0,69405228.0,134209,134209,69405228.0
20260526,002733.SZ,雄韬股份,U,32.25,32.25,26.39,7,4456950.0,141554,143348,4456950.0
20260526,002771.SZ,真视通,U,14.99,14.99,12.27,1,65527286.0,103145,111809,65527286.0
20260526,002886.SZ,沃特股份,U,31.59,31.59,25.85,2,72910035.0,101021,104539,72910035.0
20260526,002896.SZ,中大力德,U,89.68,89.68,73.38,2,76370591.0,93403,144133,76370591.0
20260526,002957.SZ,科瑞技术,U,52.82,52.82,43.22,1,,145648,,
20260526,003004.SZ,声迅股份,U,54.74,54.74,44.78,0,14237874.0,145630,145630,14237874.0
20260526,003036.SZ,泰坦股份,U,61.58,61.58,50.38,4,22482858.0,131151,141457,22482858.0
20260526,300795.SZ,米奥会展,U,12.31,12.31,8.21,0,102317150.0,93000,93000,102317150.0
20260526,301591.SZ,肯特股份,U,58.68,58.68,39.12,0,65749296.0,111106,111106,65749296.0
20260526,600021.SH,上海电力,U,20.39,20.39,16.69,0,155927529.0,95847,95847,155927529.0
20260526,600162.SH,香江控股,U,2.1,2.1,1.72,0,91673292.0,92503,92503,91673292.0
20260526,600172.SH,黄河旋风,U,13.3,13.3,10.88,11,41646290.0,100741,140744,41646290.0
20260526,600173.SH,卧龙新能,U,7.41,7.41,6.07,1,66712911.0,93330,93518,66712911.0
20260526,600183.SH,生益科技,U,128.17,128.17,104.87,2,225237242.0,130320,135150,225237242.0
20260526,600301.SH,华锡有色,U,61.22,61.22,50.09,0,98209124.0,143640,143640,98209124.0
20260526,600367.SH,红星发展,U,29.78,29.78,24.36,1,66422205.0,94114,101438,66422205.0
20260526,600378.SH,昊华科技,U,39.25,39.25,32.11,0,93969131.0,130031,130031,93969131.0
20260526,600520.SH,三佳科技,U,36.82,36.82,30.12,0,140221606.0,92501,92501,140221606.0
20260526,600584.SH,长电科技,U,88.19,88.19,72.15,0,476572498.0,144416,144416,476572498.0
20260526,600635.SH,大众公用,U,6.03,6.03,4.93,5,40896063.0,94026,135629,40896063.0
20260526,600726.SH,华电能源,U,7.61,7.61,6.23,1,123043046.0,93954,94027,123043046.0
20260526,601600.SH,中国铝业,U,12.09,12.09,9.89,4,321553643.0,131803,132730,321553643.0
20260526,601958.SH,金钼股份,U,23.23,23.23,19.01,0,134580682.0,112824,112824,134580682.0
20260526,603353.SH,和顺石油,U,55.07,55.07,45.05,2,45399708.0,93528,140931,45399708.0
20260526,603608.SH,天创时尚,U,19.11,19.11,15.63,4,,103144,,
20260526,603685.SH,晨丰科技,U,35.82,35.82,29.3,4,13842567.0,100016,144649,13842567.0
20260526,603773.SH,沃格光电,U,91.54,91.54,74.9,1,138418274.0,100013,105104,138418274.0
20260526,603995.SH,甬金股份,U,19.78,19.78,16.18,2,6266304.0,101525,144649,6266304.0
20260526,605006.SH,山东玻纤,U,17.92,17.92,14.66,0,78355200.0,130357,130357,78355200.0
20260526,605196.SH,华通线缆,U,44.7,44.7,36.58,0,172604580.0,143919,143919,172604580.0
20260526,688183.SH,生益电子,U,132.1,132.1,88.06,15,142092440.0,130122,141146,142092440.0
20260526,688335.SH,复洁科技,U,31.88,31.88,21.26,1,20216191.0,100709,104006,20216191.0
