exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260914,002790.SZ,瑞尔特,0.1,1,,0.0017305198123246431
20260914,603386.SH,骏亚科技,0.1,2,,0.0009599627680761738
20260914,603136.SH,天目湖,0.1,3,,0.0009393450347107259
20260914,002218.SZ,拓日新能,0.1,4,,0.0008237678337200526
20260914,002815.SZ,崇达技术,0.1,5,,0.00017588133549160424
20260914,605058.SH,澳弘电子,0.0,,1,-2.6380632314956798e-05
20260914,605011.SH,杭州热电,0.0,,2,-0.00041468130087046577
20260914,600237.SH,铜峰电子,0.0,,3,-0.0005847340995296831
20260914,001232.SZ,嘉立创,0.0,,4,-0.001796425882181197
20260914,605069.SH,正和生态,0.0,,5,-0.0020672390994877967
20260914,603336.SH,宏辉果蔬,0.0,,6,-0.0020688654218263703
20260914,000993.SZ,闽东电力,0.0,,7,-0.0020975433168885834
20260914,605088.SH,冠盛股份,0.0,,8,-0.002655987585045919
20260914,002161.SZ,远 望 谷,0.0,,9,-0.0026792552525746836
20260914,002912.SZ,中新赛克,0.0,,10,-0.003138354579760083
20260914,002201.SZ,九鼎新材,0.0,,11,-0.003319263075752832
20260914,000636.SZ,风华高科,0.0,,12,-0.0034638270053693188
20260914,603936.SH,博敏电子,0.0,,13,-0.0035291089737529494
20260914,002519.SZ,银河电子,0.0,,14,-0.004483991977273668
20260914,603439.SH,三力制药,0.0,,15,-0.00548543154224013
20260914,600876.SH,凯盛新能,0.0,,16,-0.006060328175198129
20260914,002848.SZ,高斯贝尔,0.0,,17,-0.006158306963841084
20260914,600207.SH,安彩高科,0.0,,18,-0.008008122248181888
20260914,603466.SH,风语筑,0.0,,19,-0.008291824557407824
20260914,000980.SZ,众泰汽车,0.0,,20,-0.00852736701399006
20260914,002902.SZ,铭普光磁,0.0,,21,-0.008796713371931785
20260914,601199.SH,江南水务,0.0,,22,-0.008940787788977318
20260914,002585.SZ,双星新材,0.0,,23,-0.009003642960904255
20260914,600410.SH,华胜天成,0.0,,24,-0.009359564903305079
20260914,603938.SH,三孚股份,0.0,,25,-0.009391815579734793
20260914,002560.SZ,通达股份,0.0,,26,-0.010260168456379759
20260914,000823.SZ,超声电子,0.0,,27,-0.011101695078513838
20260914,603693.SH,江苏新能,0.0,,28,-0.011143827033070033
20260914,600088.SH,中视传媒,0.0,,29,-0.011441402152676628
20260914,605258.SH,协和电子,0.0,,30,-0.012511333278361268
20260914,002242.SZ,九阳股份,0.0,,31,-0.013350012377987455
20260914,600184.SH,光电股份,0.0,,32,-0.013377622562680817
20260914,600967.SH,内蒙一机,0.0,,33,-0.013831102482106315
20260914,603421.SH,鼎信通讯,0.0,,34,-0.03203393043775455
