exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260430,002210.SZ,飞马国际,0.1,1,,0.0034739457015240532
20260430,600654.SH,中安科,0.1,2,,-0.005683099404865506
20260430,002081.SZ,金 螳 螂,0.1,3,,-0.008913250868290158
20260430,600545.SH,卓郎智能,0.1,4,,-0.009874896966253184
20260430,600881.SH,亚泰集团,0.1,5,,-0.012048985558979044
20260430,002520.SZ,日发精机,0.1,6,,-0.012057267941872746
20260430,600156.SH,华升股份,0.1,7,,-0.012185367482219753
20260430,002548.SZ,金新农,0.1,8,,-0.012381450118391094
20260430,002652.SZ,扬子新材,0.1,9,,-0.013672933423236519
20260430,000692.SZ,惠天热电,0.1,10,,-0.01419903741881601
20260430,605158.SH,华达新材,0.0,,1,-0.014576940103708361
20260430,002818.SZ,富森美,0.0,,2,-0.016266360241905423
20260430,002627.SZ,三峡旅游,0.0,,3,-0.01888464968767971
20260430,002522.SZ,浙江众成,0.0,,4,-0.019237909942120674
20260430,000980.SZ,众泰汽车,0.0,,5,-0.01983908122228453
20260430,000567.SZ,海德股份,0.0,,6,-0.02003506494621385
20260430,603937.SH,丽岛新材,0.0,,7,-0.02043731851047866
20260430,605006.SH,山东玻纤,0.0,,8,-0.020522596095112332
20260430,600708.SH,光明地产,0.0,,9,-0.020744176941825437
20260430,000402.SZ,金 融 街,0.0,,10,-0.023182684291941494
20260430,002354.SZ,天娱数科,0.0,,11,-0.02689998329158124
20260430,600606.SH,绿地控股,0.0,,12,-0.02865322161491566
20260430,002786.SZ,银宝山新,0.0,,13,-0.03055293222327289
20260430,603803.SH,瑞斯康达,0.0,,14,-0.03390599066505319
20260430,002867.SZ,周大生,0.0,,15,-0.03440722083776291
20260430,600135.SH,乐凯胶片,0.0,,16,-0.03672970055972417
20260430,002079.SZ,苏州固锝,0.0,,17,-0.0367544100704376
20260430,600186.SH,莲花控股,0.0,,18,-0.037451647432876586
20260430,002498.SZ,汉缆股份,0.0,,19,-0.03801188411980949
20260430,000716.SZ,黑芝麻,0.0,,20,-0.03806928726916049
20260430,603095.SH,越剑智能,0.0,,21,-0.03830465513985193
20260430,002111.SZ,威海广泰,0.0,,22,-0.04254305091087923
20260430,002136.SZ,安 纳 达,0.0,,23,-0.042870017123749216
