exec_date,ts_code,name,weight,target_rank,backup_rank,ev_pred
20260918,605162.SH,新中港,0.06999999999999999,1,,0.0005609576751454681
20260918,001216.SZ,华瓷股份,0.06999999999999999,2,,0.0005172734588061497
20260918,603230.SH,内蒙新华,0.0,,1,-0.0003781040065726701
20260918,600293.SH,三峡新材,0.0,,2,-0.0003805249541295932
20260918,600593.SH,大连圣亚,0.0,,3,-0.0006401771059119264
20260918,603960.SH,克来机电,0.0,,4,-0.0014524524935411844
20260918,001365.SZ,天海电子,0.0,,5,-0.0015012609806825646
20260918,002655.SZ,共达电声,0.0,,6,-0.0015483551946849396
20260918,003026.SZ,中晶科技,0.0,,7,-0.0022523012158081543
20260918,002339.SZ,积成电子,0.0,,8,-0.0023943180688615045
20260918,000920.SZ,沃顿科技,0.0,,9,-0.0029897639849241564
20260918,600641.SH,先导基电,0.0,,10,-0.0031478287062249918
20260918,000868.SZ,安凯客车,0.0,,11,-0.003472645750311582
20260918,600630.SH,龙头股份,0.0,,12,-0.004046443704785588
20260918,000981.SZ,山子高科,0.0,,13,-0.004164790659829552
20260918,600792.SH,云煤能源,0.0,,14,-0.004368487217783438
20260918,600699.SH,均胜电子,0.0,,15,-0.004387070400175079
20260918,600356.SH,恒丰纸业,0.0,,16,-0.0045608744242870616
20260918,002640.SZ,跨境通,0.0,,17,-0.004630517353760119
20260918,605088.SH,冠盛股份,0.0,,18,-0.00497852278671836
20260918,600609.SH,金杯汽车,0.0,,19,-0.005735218059983503
20260918,600721.SH,百花医药,0.0,,20,-0.0066427419318977315
20260918,600448.SH,华纺股份,0.0,,21,-0.006697057065320356
20260918,600127.SH,金健米业,0.0,,22,-0.007233117939896415
20260918,002453.SZ,华软科技,0.0,,23,-0.00756492751339872
20260918,603009.SH,北特科技,0.0,,24,-0.007643959749744671
20260918,603248.SH,锡华科技,0.0,,25,-0.00796548416485732
20260918,000980.SZ,众泰汽车,0.0,,26,-0.008012002089210143
20260918,603626.SH,科森科技,0.0,,27,-0.008599845277930887
20260918,000504.SZ,南华生物,0.0,,28,-0.009386674497763018
20260918,605288.SH,凯迪股份,0.0,,29,-0.009559335583060689
20260918,002796.SZ,世嘉科技,0.0,,30,-0.009963363851581964
20260918,002836.SZ,新宏泽,0.0,,31,-0.010182242716801938
20260918,605577.SH,龙版传媒,0.0,,32,-0.011074495263645531
20260918,002321.SZ,华英农业,0.0,,33,-0.011233384815881537
20260918,600822.SH,上海物贸,0.0,,34,-0.011941990978825305
20260918,002285.SZ,世联行,0.0,,35,-0.012000443807707926
20260918,600354.SH,敦煌种业,0.0,,36,-0.01256561038580275
20260918,601872.SH,招商轮船,0.0,,37,-0.01288065513139772
20260918,600371.SH,万向德农,0.0,,38,-0.01408050583067758
20260918,600929.SH,雪天盐业,0.0,,39,-0.016982272102518174
20260918,605058.SH,澳弘电子,0.0,,40,-0.032066740615319035
20260918,601218.SH,吉鑫科技,0.0,,41,-0.03700754226487191
20260918,003001.SZ,中岩大地,0.0,,42,-0.038625869205886336
