trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260319,20260320,002310.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,601218.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,000601.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,600666.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,601015.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,300332.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,600617.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,002902.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,000020.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260319,20260320,000617.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
