trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260225,,600010.XSHG,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,002428.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,000547.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,600078.XSHG,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,001209.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,002470.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,600206.XSHG,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,000758.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,300658.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
20260225,,001203.XSHE,0.1,1.0,RISK_ON,P0_equal_weight
