trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260316,20260317,600396.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,002467.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,002426.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,600313.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,000533.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,002086.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,000617.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,600683.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,002990.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260316,20260317,002980.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
