trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260302,20260303,300164.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,000554.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,601808.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,601857.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,301302.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,600108.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,301213.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,002490.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,002389.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260302,20260303,603488.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
