trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260428,20260429,603779.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,002210.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,002575.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,601828.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,002652.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,600770.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,601789.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,600227.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,600744.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260428,20260429,600496.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
