trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260324,20260325,600666.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,301226.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,002218.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,000677.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,600698.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,600186.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,300385.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,002498.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,688551.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260324,20260325,603937.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
