trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260430,20260501,600400.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,600540.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,000790.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,002640.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,002685.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,600052.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,002763.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,601106.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,002591.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260430,20260501,601086.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
