trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260413,20260414,600527.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,600815.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,603682.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,600654.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,600166.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,600337.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,000010.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,600743.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,601908.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260413,20260414,002418.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
