trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260306,20260309,601567.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,605268.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,002227.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,000601.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,301265.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,301032.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,603778.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,600821.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,600825.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260306,20260309,600108.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
