trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260420,20260421,600149.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,600979.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,600800.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,002081.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,603318.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,600433.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,002418.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,002309.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,002492.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260420,20260421,600156.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
