trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260616,20260617,920083.BJ,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,605289.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,002990.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,600228.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,301055.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,605166.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,603721.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,001387.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,300780.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260616,20260617,001266.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
