trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260318,20260319,301306.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,603601.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,000815.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,001389.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,603052.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,600468.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,301191.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,001400.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,002445.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260318,20260319,000020.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
