trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260330,20260331,300385.XSHE,0.2,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260330,20260331,002361.XSHE,0.2,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260330,20260331,600996.XSHG,0.2,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260330,20260331,603716.XSHG,0.2,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260330,20260331,600502.XSHG,0.2,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
