trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260429,20260430,002210.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,600654.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,002081.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,600545.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,600881.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,002520.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,600156.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,002548.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,002652.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260429,20260430,000692.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
