trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260410,20260413,600103.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,600743.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,601010.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,600537.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,600156.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,603101.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,000659.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,601999.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,605006.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260410,20260413,000402.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
