trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260326,20260327,002902.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,600800.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,000965.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,603272.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,600163.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,600310.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,603937.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,600682.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,000720.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260326,20260327,600207.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
