trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260313,20260316,600121.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,002165.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,600691.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,600227.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,600408.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,300185.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,002950.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,002445.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,000677.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260313,20260316,002637.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
