trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260310,20260311,002445.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,300936.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,920036.BJ,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,688048.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,688655.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,002335.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,601789.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,002575.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,605268.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260310,20260311,600172.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
