trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260416,20260417,002726.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,002333.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,002421.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,603878.XSHG,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,000570.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,002613.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,002263.XSHE,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,600156.XSHG,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,600284.XSHG,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260416,20260417,600719.XSHG,0.1,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
