trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260618,20260622,688227.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,688515.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,300861.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,603407.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,688333.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,688598.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,300166.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,002859.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,002842.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260618,20260622,301310.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
