trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260318,20260319,000815.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,001389.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,603052.XSHG,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,600468.XSHG,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,301191.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,001400.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,000020.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,600602.XSHG,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,301428.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,603311.XSHG,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260318,20260319,000048.XSHE,0.09090909090909091,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
