trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260311,20260312,002445.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,600172.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,601700.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,000833.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,002177.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,002248.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,002455.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,301658.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,600433.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260311,20260312,603158.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
