trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260312,20260313,301396.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,600370.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,600121.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,002445.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,002498.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,603978.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,601991.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,600691.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,603992.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260312,20260313,600935.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
