trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260414,20260415,600664.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,000889.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,600743.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,601778.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,002314.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,002124.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,000620.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,002692.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,002686.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,002107.XSHE,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,603269.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,600469.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,600173.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260414,20260415,600539.XSHG,0.07142857142857142,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
