trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260617,20260618,688333.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,603115.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,688598.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,688082.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,301366.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,603283.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,300584.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,002080.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,301111.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260617,20260618,603186.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
