trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260424,20260427,603060.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,600527.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,300422.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,600537.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,600770.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,600545.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,000925.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,002127.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,002795.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260424,20260427,603318.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
