trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260423,20260424,600770.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,600052.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,601016.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,601778.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,600310.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,600726.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,300067.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,002490.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,603390.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260423,20260424,600396.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
