trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260317,20260318,002506.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,301226.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,001369.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,301667.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,600396.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,603387.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,301680.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,600683.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,603778.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260317,20260318,600307.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
