trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260413,20260414,600527.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,600815.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,603682.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,600654.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,600166.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,000010.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,600743.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,002321.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,600032.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,002515.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,002678.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,000791.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260413,20260414,603177.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
