trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260330,20260331,688693.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,002361.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,000592.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,003042.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,603716.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,603585.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,600502.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,601388.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,603601.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260330,20260331,001400.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
