trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260304,20260305,600313.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,600108.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,002167.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,000010.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,002357.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,600759.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,002162.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,600545.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,002272.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260304,20260305,603318.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
