trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260403,20260406,600488.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,600654.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,600106.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,002678.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,603123.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,600302.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,000950.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,000720.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,603966.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260403,20260406,603033.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
