trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260401,20260402,600249.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,002269.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,600545.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,600643.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,000078.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,605006.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,601515.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,600594.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,600724.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260401,20260402,600488.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
