trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260305,20260306,002195.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,300323.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,601179.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,600875.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,601727.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,300303.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,600545.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,002429.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,600703.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260305,20260306,300895.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
