trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260410,20260413,600103.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,600743.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,601010.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,600537.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,600156.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,603101.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,000659.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,601999.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,605006.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,600876.XSHG,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,002363.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,002418.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
20260410,20260413,000626.XSHE,0.07692307692307693,1.0,RISK_ON,TopEVR_EV>3pct_Risk<1pct
