trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260422,20260423,002256.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,002397.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,000751.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,002360.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,002081.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,600396.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,002443.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,600815.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,002418.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260422,20260423,603903.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
