trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260415,20260416,000889.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,605388.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,002589.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,002038.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,600594.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,603815.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,000788.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,600664.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,600683.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260415,20260416,000919.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
