trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260513,20260514,601138.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,003007.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,002929.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,002940.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,001309.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,605158.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,601016.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,002842.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,000811.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260513,20260514,603126.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
