trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260331,20260401,002578.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,601908.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,002263.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,603660.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,000631.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,000008.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,000927.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,002634.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,600488.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260331,20260401,605162.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
