trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260323,20260324,600844.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,002218.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,600149.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,603727.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,600792.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,002309.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,300385.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,001258.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,603687.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260323,20260324,300345.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
