trade_date,target_trade_date,jq_code,target_weight,risk_budget,regime,reason
20260421,20260422,600979.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,000056.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,002081.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,603030.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,600736.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,600103.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,000715.XSHE,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,600032.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,600396.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
20260421,20260422,603815.XSHG,0.1,1.0,RISK_ON,P0_EV_weight
