ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000020.SZ,20260909,深华发A,14.9,8.7591,6.56,381744091.0,79769961.0,90645560.0,170415521.0,10875599.0,2.85,44.64,2972713166.38,连续三个交易日内，涨幅偏离值累计达到20%的证券
000523.SZ,20260909,红棉股份,4.36,10.101,1.38,605227632.0,348130369.04,176927216.0,525057585.04,-171203153.04,-28.29,86.75,7825406715.44,连续三个交易日内，涨幅偏离值累计达到20%的证券
000759.SZ,20260909,中百集团,8.47,10.0,28.37,1541911510.0,199988775.77,175411286.21,375400061.98,-24577489.56,-1.59,24.35,5553830031.75,日涨幅偏离值达到7%的前5只证券
000759.SZ,20260909,中百集团,8.47,10.0,28.37,1996676669.0,257067401.4,216091013.21,473158414.61,-40976388.19,-2.05,23.7,5553830031.75,连续三个交易日内，涨幅偏离值累计达到20%的证券
000798.SZ,20260909,中水渔业,12.67,9.9826,25.82,1150095141.0,66622826.99,120483611.5,187106438.49,53860784.51,4.68,16.27,4635144806.04,日涨幅偏离值达到7%的前5只证券
000892.SZ,20260909,欢瑞世纪,5.06,-9.319,26.33,954968313.0,116004721.0,121537190.0,237541911.0,5532469.0,0.58,24.87,3596641948.24,日跌幅偏离值达到7%的前5只证券
000911.SZ,20260909,*ST广糖,7.19,7.958,10.68,562775954.0,78211534.13,52761420.0,130972954.13,-25450114.13,-4.52,23.27,2878299491.42,连续三个交易日内，涨幅偏离值累计达到20%的证券
000912.SZ,20260909,泸天化,5.2,9.9366,9.43,994922296.0,130280644.8,132451730.2,262732375.0,2171085.4,0.22,26.41,8153600000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
000930.SZ,20260909,中粮科技,6.41,9.9485,4.76,788837710.0,88653072.42,228677364.03,317330436.45,140024291.61,17.75,40.23,11898902018.47,连续三个交易日内，涨幅偏离值累计达到20%的证券
000978.SZ,20260909,桂林旅游,8.81,9.9875,26.04,1009111003.0,82886924.14,93980279.76,176867203.9,11093355.62,1.1,17.53,4124150970.03,日振幅值达到15%的前5只证券
000980.SZ,20260909,众泰汽车,2.02,9.7826,3.44,989362434.0,120973762.39,210020377.39,330994139.78,89046615.0,9.0,33.46,10185821394.78,连续三个交易日内，涨幅偏离值累计达到20%的证券
001366.SZ,20260909,播恩集团,14.74,-10.0122,16.62,397581748.0,55716637.0,29436399.26,85153036.26,-26280237.74,-6.61,21.42,2368423200.0,日跌幅偏离值达到7%的前5只证券
002046.SZ,20260909,国机精工,59.44,9.9926,4.05,1252215676.0,180358243.0,191028290.28,371386533.28,10670047.28,0.85,29.66,31506520437.28,日涨幅偏离值达到7%的前5只证券
002068.SZ,20260909,黑猫股份,10.01,10.0,16.94,1192876350.0,151646374.59,146575459.18,298221833.77,-5070915.41,-0.43,25.0,7357408268.21,日涨幅偏离值达到7%的前5只证券
002068.SZ,20260909,黑猫股份,10.01,10.0,16.94,1671658078.0,195809851.01,256011318.01,451821169.02,60201467.0,3.6,27.03,7357408268.21,连续三个交易日内，涨幅偏离值累计达到20%的证券
