ts_code,trade_date,close,open,high,low,vol,amount,vwap
000428.SZ,20260909,5.07,5.09,5.09,5.05,2692200.0,13693483.52,5.09
000735.SZ,20260909,6.79,6.76,6.81,6.76,6355000.32,42991477.76,6.77
000759.SZ,20260909,8.3,8.35,8.35,8.18,14969899.52,124885442.56,8.34
000798.SZ,20260909,11.71,11.61,11.85,11.61,3970901.12,46187484.16,11.63
000816.SZ,20260909,3.17,3.15,3.18,3.15,4133100.16,13041653.76,3.16
000978.SZ,20260909,8.19,8.24,8.24,8.1,8577299.84,70585886.72,8.23
001229.SZ,20260909,40.52,40.2,40.6,40.13,101800.0,4102909.12,40.3
001267.SZ,20260909,38.48,38.46,38.8,38.38,353400.0,13604512.0,38.5
001296.SZ,20260909,21.0,20.96,21.15,20.96,221300.0,4640351.04,20.97
001330.SZ,20260909,6.03,6.0,6.05,5.99,4630200.0,27799930.88,6.0
001366.SZ,20260909,14.74,14.74,14.74,14.74,3003500.16,44271590.4,14.74
001389.SZ,20260909,171.32,172.1,172.1,170.46,37800.0,6499463.68,171.94
002011.SZ,20260909,11.84,11.8,11.9,11.72,974267.04,11505137.92,11.81
002138.SZ,20260909,48.33,48.2,48.39,48.2,103500.0,4992067.84,48.23
002172.SZ,20260909,5.6,5.5,5.6,5.49,19804099.84,109667123.2,5.54
002281.SZ,20260909,186.2,186.0,187.48,186.0,852640.96,158689024.0,186.12
002290.SZ,20260909,69.01,69.0,69.18,68.96,161800.0,11166058.24,69.01
002403.SZ,20260909,13.36,13.65,13.7,13.28,4406600.0,60142289.92,13.65
002463.SZ,20260909,127.4,127.4,127.99,127.0,627800.0,79987614.72,127.41
002470.SZ,20260909,2.78,2.78,2.78,2.78,37976399.36,105574389.76,2.78
002483.SZ,20260909,6.52,6.42,6.53,6.42,3746474.88,24101399.04,6.43
002484.SZ,20260909,60.26,60.01,60.38,60.01,301300.0,18102147.84,60.08
002515.SZ,20260909,8.08,8.11,8.11,8.0,2164100.0,17541556.48,8.11
002564.SZ,20260909,5.43,5.41,5.44,5.41,4587900.16,24839536.64,5.41
002579.SZ,20260909,17.75,17.74,17.91,17.51,7493109.76,132908308.48,17.74
002702.SZ,20260909,6.66,6.79,6.87,6.66,11544999.68,78457072.64,6.8
002708.SZ,20260909,16.23,16.25,16.3,16.08,853200.0,13863586.56,16.25
002815.SZ,20260909,17.59,17.67,17.74,17.54,4066899.84,71813847.04,17.66
002852.SZ,20260909,9.47,9.51,9.58,9.43,2480300.0,23601139.2,9.52
002881.SZ,20260909,48.65,48.5,48.87,48.47,893648.96,43375206.4,48.54
002902.SZ,20260909,27.4,27.35,27.48,27.3,239700.0,6559820.8,27.37
002909.SZ,20260909,9.22,8.99,9.25,8.99,7902485.12,71365473.28,9.03
002916.SZ,20260909,387.94,386.3,387.94,385.0,98172.0,37945231.36,386.52
002957.SZ,20260909,42.2,42.12,42.3,41.77,289900.0,12213207.04,42.13
002963.SZ,20260909,21.39,21.26,21.5,21.26,353300.0,7531992.96,21.32
002972.SZ,20260909,13.47,13.48,13.55,13.46,205200.0,2766997.12,13.48
002975.SZ,20260909,103.8,102.88,103.8,102.72,142700.0,14689694.72,102.94
002980.SZ,20260909,132.5,132.5,133.7,132.23,749000.0,99318149.12,132.6
002988.SZ,20260909,30.07,30.18,30.3,30.07,195700.0,5907493.76,30.19
600103.SH,20260909,4.03,4.03,4.03,4.03,5494800.0,22144043.52,4.03
600108.SH,20260909,5.78,5.78,5.78,5.78,69432094.72,401317519.36,5.78
600127.SH,20260909,14.5,14.5,14.55,14.5,11690754.56,169517137.92,14.5
600280.SH,20260909,3.51,3.49,3.52,3.49,3929600.0,13719623.68,3.49
600345.SH,20260909,54.01,54.01,54.24,54.01,159800.0,8631281.92,54.01
600354.SH,20260909,10.48,10.48,10.48,10.48,7474300.16,78330664.96,10.48
600371.SH,20260909,14.61,14.61,14.61,14.61,4275320.0,62462423.04,14.61
600400.SH,20260909,3.19,3.2,3.2,3.19,2006200.0,6419831.04,3.2
600540.SH,20260909,6.47,6.42,6.48,6.42,5005400.0,32139066.88,6.42
600770.SH,20260909,5.75,5.73,5.75,5.73,5001600.0,28659571.2,5.73
600785.SH,20260909,12.06,12.06,12.06,12.06,645400.0,7783523.84,12.06
600791.SH,20260909,8.0,7.96,8.0,7.95,1241500.0,9883674.88,7.96
600857.SH,20260909,23.38,23.38,23.38,23.38,195600.0,4573128.0,23.38
600865.SH,20260909,14.1,14.1,14.1,14.1,6636899.84,93580288.0,14.1
601086.SH,20260909,14.85,14.8,14.85,14.8,3565000.0,52763125.76,14.8
601595.SH,20260909,22.6,22.6,22.6,22.6,1055440.0,23852943.36,22.6
601949.SH,20260909,7.05,7.05,7.05,7.05,11412500.48,80458127.36,7.05
603009.SH,20260909,48.63,48.63,48.63,48.63,58300.0,2835128.96,48.63
