trade_date,industry,limit_up_count,rank
20260317,电气设备,5,1
20260317,农药化肥,3,2
20260317,新型电力,3,3
20260317,元器件,2,4
20260317,全国地产,2,5
20260317,化纤,2,6
20260317,建筑工程,2,7
20260317,普钢,2,8
20260317,机械基件,2,9
20260317,汽车配件,2,10
