ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000004.SZ,20260701,1min,241,1,09:30:00,15:00:00,11,11,10.8108,11,8.3636,71.9091,0.0,0.048635,0.0,26,12.0,0.0,22.0,60.0227,high_open_board_risk
000068.SZ,20260701,1min,241,1,09:40:00,15:00:00,1,0,1.9293,0,,0.0,53.4244,0.066438,0.0,31,0.0,70.0,72.5273,8.25,neutral_limitup
000520.SZ,20260701,1min,241,1,09:57:00,15:00:00,3,13,2.1951,13,2.3846,93.0769,0.0,0.008147,0.0,31,0.0,0.0,25.0,51.7308,high_open_board_risk
000521.SZ,20260701,1min,241,1,14:01:00,15:00:00,2,0,3.0151,0,,0.0,46.9095,0.044694,0.0,31,0.0,45.0,59.3229,12.0,neutral_limitup
000536.SZ,20260701,1min,241,1,09:40:00,15:00:00,1,0,1.084,0,,0.0,58.4959,0.025393,0.0,31,0.0,70.0,74.0488,8.25,neutral_limitup
000545.SZ,20260701,1min,241,1,09:54:00,15:00:00,1,1,1.9084,1,1.0,100.0,76.5496,0.030677,0.0,31,0.0,80.0,83.9649,10.7,healthy_limitup
000566.SZ,20260701,1min,241,1,13:17:00,15:00:00,1,0,2.0036,0,,0.0,52.9781,0.016221,0.0,31,0.0,45.0,61.1434,12.0,neutral_limitup
000601.SZ,20260701,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.031687,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000603.SZ,20260701,1min,241,1,10:09:00,15:00:00,1,0,0.5116,0,,0.0,61.9303,0.00489,0.0,31,0.0,57.0,69.2291,10.2,neutral_limitup
000620.SZ,20260701,1min,241,1,10:02:00,15:00:00,1,26,0.5195,26,1.9615,95.1923,0.0,0.045566,0.0,26,60.0,0.0,10.0,66.2019,high_open_board_risk
000733.SZ,20260701,1min,241,1,09:30:00,15:00:00,1,0,0.4815,0,,0.0,62.1108,0.042501,0.0,31,0.0,70.0,75.1332,8.25,healthy_limitup
000757.SZ,20260701,1min,241,1,10:57:00,15:00:00,3,2,1.6,2,58.0,20.0,38.4,0.052187,0.0,31,0.0,41.0,54.97,44.25,weak_limitup
000795.SZ,20260701,1min,241,1,09:37:00,15:00:00,1,0,2.6261,0,,0.0,49.2437,0.014494,0.0,31,0.0,70.0,71.2731,8.25,neutral_limitup
000863.SZ,20260701,1min,241,1,09:56:00,15:00:00,1,0,0.8658,0,,0.0,59.8052,0.008361,0.0,31,0.0,70.0,74.4416,8.25,neutral_limitup
000876.SZ,20260701,1min,241,1,10:41:00,15:00:00,2,1,1.1594,1,4.0,90.0,77.5435,0.023141,0.0,31,0.0,65.0,77.513,15.45,healthy_limitup
000925.SZ,20260701,1min,241,1,13:59:00,15:00:00,1,1,2.3369,1,1.0,100.0,73.9786,0.022282,0.0,31,0.0,55.0,71.9436,14.45,neutral_limitup
001256.SZ,20260701,1min,241,1,09:36:00,15:00:00,1,0,0.7328,0,,0.0,60.6029,0.018144,0.0,31,0.0,70.0,74.6809,8.25,neutral_limitup
001269.SZ,20260701,1min,241,1,10:04:00,15:00:00,2,1,3.1496,1,4.0,90.0,65.6024,0.012495,0.0,31,0.0,65.0,73.9307,15.45,neutral_limitup
001313.SZ,20260701,1min,241,1,13:04:00,15:00:00,4,11,0.8974,11,2.5455,92.2727,0.0,0.019136,0.0,31,0.0,0.0,25.0,51.9318,high_open_board_risk
001331.SZ,20260701,1min,241,1,11:09:00,15:00:00,4,5,0.3225,5,21.0,44.0,18.4651,0.002242,0.0,31,0.0,3.8,32.2495,63.43,high_open_board_risk
001365.SZ,20260701,1min,241,1,09:43:00,15:00:00,1,0,1.5036,0,,0.0,55.9785,0.014101,0.0,31,0.0,70.0,73.2935,8.25,neutral_limitup
002052.SZ,20260701,1min,241,1,10:46:00,15:00:00,1,1,1.2865,1,1.0,100.0,80.2807,0.00673,0.0,31,0.0,67.0,79.2342,12.65,healthy_limitup
002053.SZ,20260701,1min,241,1,09:34:00,15:00:00,2,2,2.6827,2,1.0,100.0,59.9038,0.004189,0.0,31,0.0,70.0,74.4711,19.9,neutral_limitup
002123.SZ,20260701,1min,241,1,13:30:00,15:00:00,1,0,0.3793,0,,0.0,62.7244,0.024928,0.0,31,0.0,45.0,64.0673,12.0,neutral_limitup
002124.SZ,20260701,1min,241,1,10:18:00,15:00:00,1,1,0.431,1,2.0,95.0,83.6638,0.01184,0.0,31,0.0,66.0,79.7991,14.05,healthy_limitup
002161.SZ,20260701,1min,241,1,09:42:00,15:00:00,1,0,0.6757,0,,0.0,60.9459,0.028532,0.0,31,0.0,70.0,74.7838,8.25,neutral_limitup
002167.SZ,20260701,1min,241,1,09:33:00,15:00:00,3,6,4.4069,6,4.6667,87.3333,0.0,0.051054,0.0,30,12.0,24.4667,33.01,52.4967,high_open_board_risk
002184.SZ,20260701,1min,241,1,09:33:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.014985,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002200.SZ,20260701,1min,241,1,10:59:00,15:00:00,1,0,0.4545,0,,0.0,62.2727,0.019675,0.0,31,0.0,57.0,69.3318,10.2,neutral_limitup
002232.SZ,20260701,1min,241,1,09:35:00,15:00:00,1,0,1.4745,0,,0.0,56.1528,0.010787,0.0,31,0.0,70.0,73.3458,8.25,neutral_limitup
002268.SZ,20260701,1min,241,1,09:38:00,15:00:00,1,0,1.0571,0,,0.0,58.6575,0.064199,0.0,31,0.0,70.0,74.0973,8.25,neutral_limitup
002273.SZ,20260701,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.072331,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002277.SZ,20260701,1min,241,1,09:58:00,15:00:00,1,0,0.3086,0,,0.0,63.1481,0.032145,0.0,31,0.0,70.0,75.4444,8.25,healthy_limitup
