ts_code,trade_date,close,open,high,low,vol,amount,vwap
000011.SZ,20260902,8.81,8.81,8.92,8.81,1419500.0,12513358.08,8.81
000560.SZ,20260902,3.13,3.09,3.14,3.09,50032655.36,154973204.48,3.1
000635.SZ,20260902,7.94,7.94,7.94,7.94,5326800.0,42294791.68,7.94
000712.SZ,20260902,13.29,13.31,13.39,13.09,5602099.84,74511288.32,13.3
000892.SZ,20260902,5.2,5.2,5.2,5.2,3782350.08,19668220.16,5.2
000965.SZ,20260902,3.38,3.38,3.4,3.37,1964800.0,6640663.04,3.38
000977.SZ,20260902,85.5,85.64,85.88,85.18,1193200.0,102169159.68,85.63
001221.SZ,20260902,40.4,40.27,40.44,40.27,139900.0,5635050.88,40.28
001330.SZ,20260902,6.1,6.15,6.2,6.1,10014000.0,61637985.28,6.16
002008.SZ,20260902,95.24,95.5,95.5,94.8,842300.0,80376857.6,95.43
002081.SZ,20260902,5.64,5.64,5.67,5.61,10898800.64,61494348.8,5.64
002084.SZ,20260902,7.13,7.08,7.23,7.02,22995415.04,163038228.48,7.09
002098.SZ,20260902,7.9,7.87,7.9,7.87,230600.0,1816723.04,7.88
002133.SZ,20260902,2.95,2.96,2.97,2.94,1918000.0,5674922.24,2.96
002141.SZ,20260902,6.85,6.91,6.93,6.85,2279600.0,15750512.64,6.91
002169.SZ,20260902,12.9,12.9,12.93,12.88,483900.0,6241262.72,12.9
002303.SZ,20260902,5.49,5.5,5.52,5.49,473200.0,2603256.0,5.5
002328.SZ,20260902,8.73,8.74,8.8,8.69,3791600.0,33137733.12,8.74
002375.SZ,20260902,3.91,3.9,3.93,3.9,720900.0,2813094.08,3.9
002396.SZ,20260902,39.64,39.56,39.98,39.56,2985751.04,118372587.52,39.65
002418.SZ,20260902,5.6,5.59,5.67,5.59,12988600.32,72797895.68,5.61
002534.SZ,20260902,16.64,16.64,16.75,16.57,223300.0,3717265.92,16.65
002660.SZ,20260902,7.73,7.77,7.78,7.73,425200.0,3303250.88,7.77
002679.SZ,20260902,14.2,14.2,14.2,14.2,1386489.92,19688157.44,14.2
002757.SZ,20260902,17.62,17.55,17.68,17.55,539000.0,9472586.88,17.57
002830.SZ,20260902,14.78,14.79,14.79,14.71,90600.0,1339726.0,14.79
002855.SZ,20260902,17.23,17.01,17.4,17.01,2675500.0,45585551.36,17.04
002875.SZ,20260902,14.16,14.12,14.22,14.11,216900.0,3064490.88,14.13
002881.SZ,20260902,44.04,43.88,44.12,43.8,141500.0,6214046.08,43.92
002886.SZ,20260902,28.29,28.05,28.6,28.04,2195500.0,61664829.44,28.09
002903.SZ,20260902,29.83,29.89,29.9,29.71,202900.0,6062277.76,29.88
002909.SZ,20260902,7.28,7.28,7.28,7.28,10044817.28,73126261.76,7.28
002921.SZ,20260902,22.55,22.78,22.83,22.55,289500.0,6586261.12,22.75
003005.SZ,20260902,20.0,20.0,20.0,20.0,1648840.0,32976798.72,20.0
003018.SZ,20260902,50.38,50.39,50.99,50.0,712100.0,35921420.8,50.44
003036.SZ,20260902,54.2,53.97,54.26,53.97,149700.0,8085271.04,54.01
600110.SH,20260902,11.69,11.69,11.69,11.69,3362600.0,39308792.32,11.69
600121.SH,20260902,5.94,5.94,5.94,5.94,11512563.2,68384624.64,5.94
600227.SH,20260902,5.18,5.18,5.18,5.18,6016999.68,31168058.88,5.18
600246.SH,20260902,12.2,12.2,12.2,12.2,2302600.0,28091719.68,12.2
600371.SH,20260902,14.2,14.2,14.2,14.2,4837600.96,68693934.08,14.2
600540.SH,20260902,6.73,6.73,6.73,6.73,17108299.52,115138856.96,6.73
600551.SH,20260902,9.04,9.0,9.07,8.96,7781815.04,70040919.04,9.0
600671.SH,20260902,22.4,22.4,22.4,22.4,175400.0,3928960.0,22.4
600691.SH,20260902,3.3,3.3,3.3,3.3,4222600.0,13934580.48,3.3
600722.SH,20260902,18.57,18.57,18.57,18.57,3452600.0,64114785.28,18.57
600892.SH,20260902,5.35,5.35,5.35,5.35,2083200.0,11145120.0,5.35
601086.SH,20260902,11.1,11.1,11.1,11.1,1202100.0,13343310.08,11.1
601136.SH,20260902,15.35,15.35,15.35,15.35,598900.0,9193114.88,15.35
601330.SH,20260902,7.9,7.9,7.9,7.9,659400.0,5209260.16,7.9
601595.SH,20260902,18.85,18.85,18.85,18.85,749600.0,14129959.68,18.85
601882.SH,20260902,22.46,22.46,22.46,22.46,268800.0,6037248.0,22.46
601929.SH,20260902,2.62,2.62,2.62,2.62,6332899.84,16592198.4,2.62
603001.SH,20260902,8.88,8.88,8.88,8.88,228400.0,2028192.0,8.88
603058.SH,20260902,9.9,9.86,9.9,9.85,966300.0,9534785.28,9.87
603068.SH,20260902,40.47,40.47,40.47,40.47,246400.0,9971808.0,40.47
603090.SH,20260902,39.41,39.41,39.41,39.41,62300.0,2455243.04,39.41
603113.SH,20260902,6.05,6.05,6.05,6.05,1074308.0,6499562.88,6.05
603139.SH,20260902,36.05,36.05,36.05,36.05,38200.0,1377110.08,36.05
603178.SH,20260902,17.77,17.72,17.77,17.72,328587.0,5822620.16,17.72
603201.SH,20260902,15.77,15.77,15.77,15.77,93500.0,1474495.04,15.77
603216.SH,20260902,21.9,21.9,21.9,21.9,161600.0,3539040.0,21.9
603236.SH,20260902,61.79,61.79,61.79,61.79,185100.0,11437328.64,61.79
603269.SH,20260902,24.76,24.76,24.76,24.76,1608500.0,39826460.16,24.76
603270.SH,20260902,28.88,28.88,28.88,28.88,150700.0,4352216.0,28.88
603297.SH,20260902,113.7,113.7,113.7,113.7,10500.0,1193850.0,113.7
603313.SH,20260902,6.6,6.6,6.6,6.6,259800.0,1714680.0,6.6
603358.SH,20260902,49.0,49.0,49.05,49.0,241426.0,11829879.04,49.0
603459.SH,20260902,91.14,91.14,91.14,91.14,120000.0,10936800.0,91.14
603533.SH,20260902,25.03,24.85,25.03,24.85,3016467.84,75036185.6,24.88
603559.SH,20260902,10.5,10.5,10.5,10.5,1231300.0,12928650.24,10.5
603685.SH,20260902,26.17,26.17,26.17,26.17,41100.0,1075587.04,26.17
603721.SH,20260902,20.63,21.01,21.01,20.63,1844900.0,38760248.32,21.01
603893.SH,20260902,202.0,201.04,202.0,201.04,197813.0,39770040.32,201.05
603950.SH,20260902,63.88,63.88,63.88,63.88,59700.0,3813635.84,63.88
603978.SH,20260902,20.28,20.28,20.28,20.28,230700.0,4678595.84,20.28
603989.SH,20260902,29.26,29.26,29.26,29.26,445400.0,13032404.48,29.26
605118.SH,20260902,31.16,31.16,31.16,31.16,50500.0,1573580.0,31.16
605287.SH,20260902,39.1,39.1,39.1,39.1,239500.0,9364449.92,39.1
605577.SH,20260902,11.85,11.85,11.85,11.85,1776300.0,21049155.84,11.85
