ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000078.SZ,20260707,1min,241,1,09:32:00,15:00:00,4,7,4.4444,7,22.1429,42.8571,0.0,1.7733,1.5051,0.005855,0.0,0.0,31,0.0,8.5714,28.8571,63.0,high_open_board_risk
000711.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,5.3068,2.1335,0.069337,-0.5505,,0,0.0,0.0,0.0,80.0,no_limit_touch
002266.SZ,20260707,1min,241,1,10:40:00,10:57:00,1,1,4.2955,0,,0.0,27.2268,5.6557,1.6672,0.091939,1.2324,1.2027,0,70.0,29.5,28.943,60.775,late_withdraw_risk
002607.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,2.1623,4.5168,0.08106,-0.8772,,0,0.0,0.0,0.0,80.0,no_limit_touch
002617.SZ,20260707,1min,241,1,13:37:00,14:00:00,3,3,2.1277,2,1.0,100.0,51.234,9.5427,1.648,0.075005,-0.2058,1.7224,0,70.0,17.5,30.7452,52.975,late_withdraw_risk
300043.SZ,20260707,1min,241,1,09:53:00,09:53:00,1,0,5.6985,0,,0.0,30.8088,5.1274,0.8301,0.093641,-0.1931,4.9632,0,86.4485,48.3879,34.4051,33.104,late_withdraw_risk
300103.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,7.852,0.3564,0.084438,-0.6305,,0,0.0,0.0,0.0,80.0,no_limit_touch
300276.SZ,20260707,1min,241,1,09:34:00,09:38:00,1,1,7.8385,0,,0.0,5.9691,7.9872,-2.4694,0.074113,-0.2561,7.4822,0,100.0,35.0,17.5407,67.45,late_withdraw_risk
300717.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,23.1414,3.1051,0.143212,0.1259,,0,0.0,0.0,0.0,80.0,no_limit_touch
300745.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,54.1234,3.4858,0.094114,0.0179,,0,0.0,0.0,0.0,80.0,no_limit_touch
300985.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,54.2533,4.0858,0.110289,2.3007,,0,0.0,0.0,0.0,80.0,no_limit_touch
301053.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,37.7198,3.394,0.131133,2.1745,,0,0.0,0.0,0.0,80.0,no_limit_touch
301068.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,30.0874,1.9695,0.118428,0.5572,,0,0.0,0.0,0.0,80.0,no_limit_touch
301237.SZ,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,82.7912,2.6679,0.095285,3.4819,,0,0.0,0.0,0.0,80.0,no_limit_touch
603893.SH,20260707,1min,241,1,09:37:00,13:10:00,1,1,3.1281,0,,0.0,34.2316,190.9842,-0.1436,0.095257,-0.2458,1.5589,0,70.0,42.5,36.8945,58.825,late_withdraw_risk
688261.SH,20260707,1min,241,1,09:47:00,14:07:00,2,2,3.6204,1,25.0,40.0,33.2779,98.4581,0.6317,0.081977,-0.92,3.0528,0,70.0,40.5,35.7084,56.825,late_withdraw_risk
688584.SH,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,34.1529,4.5593,0.127561,1.5065,,0,0.0,0.0,0.0,80.0,no_limit_touch
688596.SH,20260707,1min,241,1,,,0,0,,0,,0.0,0.0,77.2594,1.6057,0.079569,-0.0891,,0,0.0,0.0,0.0,80.0,no_limit_touch
