ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000020.SZ,20260319,深华发A,21.21,10.0104,1.8,124735962.0,17100365.0,51816545.22,68916910.22,34716180.22,27.83,55.25,4168904618.31,连续三个交易日内，涨幅偏离值累计达到20%的证券
000510.SZ,20260319,新金路,14.98,-9.976,9.34,874859272.0,172838952.64,134625791.0,307464743.64,-38213161.64,-4.37,35.14,9087838958.66,日跌幅偏离值达到7%的前5只证券
000533.SZ,20260319,顺钠股份,18.58,-5.9241,29.33,3887179820.0,506151974.46,390219402.79,896371377.25,-115932571.67,-2.98,23.06,12725486592.0,日换手率达到20%的前5只证券
000539.SZ,20260319,粤电力A,6.17,9.9822,5.43,992202120.0,154648081.45,182396368.07,337044449.52,27748286.62,2.8,33.97,17443393966.83,连续三个交易日内，涨幅偏离值累计达到20%的证券
000601.SZ,20260319,韶能股份,7.4,9.9554,3.08,449490930.0,58813227.0,153281289.0,212094516.0,94468062.0,21.02,47.19,7766499111.8,连续三个交易日内，涨幅偏离值累计达到20%的证券
000617.SZ,20260319,中油资本,10.71,9.9589,4.42,5737992566.0,360962381.4,901608239.58,1262570620.98,540645858.18,9.42,22.0,135396666936.09,日涨幅偏离值达到7%的前5只证券
000815.SZ,20260319,美利云,19.32,10.0228,10.31,1366534432.0,62239690.0,259198252.82,321437942.82,196958562.82,14.41,23.52,13432481836.2,日涨幅偏离值达到7%的前5只证券
000815.SZ,20260319,美利云,19.32,10.0228,10.31,2701603065.0,171505062.59,453958259.22,625463321.81,282453196.63,10.46,23.15,13432481836.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
001369.SZ,20260319,双欣材料,17.58,-7.1315,28.4,1019187079.0,91964664.15,79638962.06,171603626.21,-12325702.09,-1.21,16.84,3534096641.04,日换手率达到20%的前5只证券
001382.SZ,20260319,新亚电缆,24.4,-2.8662,31.41,471812372.0,51741831.19,42774720.16,94516551.35,-8967111.03,-1.9,20.03,1512800000.0,日换手率达到20%的前5只证券
002310.SZ,20260319,东方新能,3.16,10.1045,7.69,967376483.0,77067043.35,312107321.67,389174365.02,235040278.32,24.3,40.23,13268997105.72,日涨幅偏离值达到7%的前5只证券
002323.SZ,20260319,雅博股份,2.73,-9.901,27.56,1638775992.0,236679818.49,148610773.66,385290592.15,-88069044.83,-5.37,23.51,5788642652.52,日跌幅偏离值达到7%的前5只证券
002379.SZ,20260319,宏桥控股,27.54,-10.0,4.35,1402750551.0,298397178.44,345912256.09,644309434.53,47515077.65,3.39,45.93,31295733157.62,日跌幅偏离值达到7%的前5只证券
002432.SZ,20260319,九安医疗,65.95,10.0083,16.02,4572463074.0,746056107.34,801730640.43,1547786747.77,55674533.09,1.22,33.85,28913116879.15,日涨幅偏离值达到7%的前5只证券
002432.SZ,20260319,九安医疗,65.95,10.0083,16.02,6790365283.0,1050262094.78,1114081973.69,2164344068.47,63819878.91,0.94,31.87,28913116879.15,连续三个交易日内，涨幅偏离值累计达到20%的证券
002565.SZ,20260319,顺灏股份,17.16,5.8606,30.32,5466364939.0,508376496.95,663520214.43,1171896711.38,155143717.48,2.84,21.44,18188637701.52,日换手率达到20%的前5只证券
002637.SZ,20260319,赞宇科技,11.93,-8.2308,14.24,1048648726.0,269702447.4,105598214.8,375300662.2,-164104232.6,-15.65,35.79,5281687179.5,连续三个交易日内，跌幅偏离值累计达到20%的证券
002667.SZ,20260319,威领股份,28.42,-10.0063,12.21,863339310.0,188348118.8,164211984.5,352560103.3,-24136134.3,-2.8,40.84,6724484620.0,日跌幅偏离值达到7%的前5只证券
002734.SZ,20260319,利民股份,18.55,-9.9951,13.67,1137576808.0,266891644.42,99591048.76,366482693.18,-167300595.66,-14.71,32.22,8057114497.25,日跌幅偏离值达到7%的前5只证券
002902.SZ,20260319,铭普光磁,23.96,10.0092,22.33,913343902.0,130010108.89,291976249.5,421986358.39,161966140.61,17.73,46.2,4256068614.16,日涨幅偏离值达到7%的前5只证券
300164.SZ,20260319,通源石油,20.45,8.7188,38.16,4496290197.0,437517965.25,263562937.15,701080902.4,-173955028.1,-3.87,15.59,11926660410.1,日换手率达到30%的前5只证券
300166.SZ,20260319,东方国信,16.36,4.5367,34.41,12598298079.0,1298212479.69,1601429500.46,2899641980.15,303217020.77,2.41,23.02,14818520914.32,连续三个交易日内，涨幅偏离值累计达到30%的证券
300317.SZ,20260319,珈伟新能,6.97,15.9734,48.81,2733268423.0,715540115.36,345562942.77,1061103058.13,-369977172.59,-13.54,38.82,5777526432.85,日换手率达到30%的前5只证券
300317.SZ,20260319,珈伟新能,6.97,15.9734,48.81,4253301625.0,853643381.91,690650685.77,1544294067.68,-162992696.14,-3.83,36.31,5777526432.85,连续三个交易日内，涨幅偏离值累计达到30%的证券
300332.SZ,20260319,天壕能源,7.14,20.0,24.05,1314738169.0,104839284.3,214299742.56,319139026.86,109460458.26,8.33,24.27,5925848933.34,日涨幅达到15%的前5只证券
300895.SZ,20260319,铜牛信息,76.34,19.9937,20.59,2056850801.0,319476018.85,315109164.74,634585183.59,-4366854.11,-0.21,30.85,10548069870.36,日涨幅达到15%的前5只证券
300895.SZ,20260319,铜牛信息,76.34,19.9937,20.59,3167176023.0,454167783.47,481649162.69,935816946.16,27481379.22,0.87,29.55,10548069870.36,连续三个交易日内，涨幅偏离值累计达到30%的证券
301306.SZ,20260319,西测测试,141.7,7.9948,27.83,5044767020.0,390200363.29,504428597.3,894628960.59,114228234.01,2.26,17.73,8261110000.0,连续三个交易日内，涨幅偏离值累计达到30%的证券
