trade_date,industry,limit_up_count,rank
20260319,供气供热,3,1
20260319,元器件,3,2
20260319,火力发电,3,3
20260319,水力发电,2,4
20260319,通信设备,2,5
20260319,化工原料,1,6
20260319,医疗保健,1,7
20260319,多元金融,1,8
20260319,家用电器,1,9
20260319,广告包装,1,10
