ts_code,time,open,close,high,low,vol,amount
603533.SH,2026-07-21 09:30:00,18.94,18.94,18.94,18.94,958000.0,18144520.0
603533.SH,2026-07-21 09:31:00,18.97,19.2,19.2,18.88,2043190.0,38906384.0
603533.SH,2026-07-21 09:32:00,19.2,19.57,19.6,19.2,1678700.0,32577309.0
603533.SH,2026-07-21 09:33:00,19.61,19.57,19.88,19.47,1903000.0,37243810.0
603533.SH,2026-07-21 09:34:00,19.58,19.76,19.76,19.58,1054200.0,20750698.0
603533.SH,2026-07-21 09:35:00,19.76,19.7,19.82,19.6,1125300.0,22241327.0
603533.SH,2026-07-21 09:36:00,19.7,19.73,19.73,19.66,644500.0,12688922.0
603533.SH,2026-07-21 09:37:00,19.75,19.83,19.83,19.71,601100.0,11874642.0
603533.SH,2026-07-21 09:38:00,19.84,19.95,20.0,19.84,603700.0,12030607.0
603533.SH,2026-07-21 09:39:00,19.97,20.03,20.1,19.96,974584.0,19484612.0
603533.SH,2026-07-21 09:40:00,20.0,19.86,20.0,19.8,515416.0,10259751.0
603533.SH,2026-07-21 09:41:00,19.82,19.75,19.83,19.73,385900.0,7633888.0
603533.SH,2026-07-21 09:42:00,19.75,19.67,19.75,19.65,287700.0,5662716.0
603533.SH,2026-07-21 09:43:00,19.71,19.72,19.86,19.68,455600.0,9012923.0
603533.SH,2026-07-21 09:44:00,19.69,19.55,19.71,19.54,379900.0,7453531.0
603533.SH,2026-07-21 09:45:00,19.52,19.44,19.54,19.35,509000.0,9885305.0
603533.SH,2026-07-21 09:46:00,19.45,19.32,19.45,19.31,259000.0,5016149.0
603533.SH,2026-07-21 09:47:00,19.33,19.43,19.44,19.33,152700.0,2961139.0
603533.SH,2026-07-21 09:48:00,19.43,19.56,19.62,19.41,267100.0,5212046.0
603533.SH,2026-07-21 09:49:00,19.54,19.51,19.57,19.5,191600.0,3743584.0
603533.SH,2026-07-21 09:50:00,19.52,19.4,19.52,19.33,203900.0,3956579.0
603533.SH,2026-07-21 09:51:00,19.36,19.36,19.37,19.24,265900.0,5129436.0
603533.SH,2026-07-21 09:52:00,19.36,19.4,19.4,19.22,196400.0,3793872.0
603533.SH,2026-07-21 09:53:00,19.38,19.29,19.38,19.25,353500.0,6816238.0
603533.SH,2026-07-21 09:54:00,19.27,19.32,19.32,19.25,135200.0,2607016.0
603533.SH,2026-07-21 09:55:00,19.3,19.13,19.3,19.12,278600.0,5349396.0
603533.SH,2026-07-21 09:56:00,19.18,19.18,19.22,19.16,121500.0,2329981.0
603533.SH,2026-07-21 09:57:00,19.18,19.02,19.18,19.02,225400.0,4300234.0
603533.SH,2026-07-21 09:58:00,19.01,19.07,19.08,18.96,554200.0,10535952.0
603533.SH,2026-07-21 09:59:00,19.06,19.0,19.06,18.98,170600.0,3242735.0
603533.SH,2026-07-21 10:00:00,19.0,19.13,19.16,19.0,185800.0,3548026.0
603533.SH,2026-07-21 10:01:00,19.14,19.06,19.14,19.03,162600.0,3102348.0
603533.SH,2026-07-21 10:02:00,19.06,18.97,19.06,18.97,278200.0,5287487.0
603533.SH,2026-07-21 10:03:00,18.97,18.96,18.98,18.94,242300.0,4592037.0
603533.SH,2026-07-21 10:04:00,18.88,18.87,18.88,18.8,507500.0,9578487.0
603533.SH,2026-07-21 10:05:00,18.87,18.74,18.87,18.7,462000.0,8670127.0
603533.SH,2026-07-21 10:06:00,18.74,18.86,18.9,18.73,153200.0,2876945.0
603533.SH,2026-07-21 10:07:00,18.86,19.0,19.0,18.85,138400.0,2617495.0
603533.SH,2026-07-21 10:08:00,18.96,18.79,18.96,18.79,196400.0,3710936.0
603533.SH,2026-07-21 10:09:00,18.77,18.74,18.79,18.74,123800.0,2323449.0
603533.SH,2026-07-21 10:10:00,18.74,18.67,18.75,18.67,276100.0,5165296.0
603533.SH,2026-07-21 10:11:00,18.66,18.7,18.74,18.64,302000.0,5645566.0
603533.SH,2026-07-21 10:12:00,18.7,18.76,18.76,18.68,127600.0,2386043.0
603533.SH,2026-07-21 10:13:00,18.78,18.71,18.78,18.7,154200.0,2887583.0
603533.SH,2026-07-21 10:14:00,18.71,18.82,18.88,18.71,166100.0,3123143.0
603533.SH,2026-07-21 10:15:00,18.78,18.72,18.81,18.72,163800.0,3071019.0
603533.SH,2026-07-21 10:16:00,18.69,18.73,18.75,18.69,211900.0,3964226.0
603533.SH,2026-07-21 10:17:00,18.75,18.77,18.77,18.72,150700.0,2823384.0
603533.SH,2026-07-21 10:18:00,18.77,18.69,18.77,18.69,172800.0,3235011.0
603533.SH,2026-07-21 10:19:00,18.7,18.67,18.7,18.67,139900.0,2613830.0
603533.SH,2026-07-21 10:20:00,18.66,18.55,18.66,18.53,352400.0,6549282.0
603533.SH,2026-07-21 10:21:00,18.55,18.7,18.71,18.54,89900.0,1672884.0
603533.SH,2026-07-21 10:22:00,18.73,18.84,18.86,18.73,100200.0,1884056.0
603533.SH,2026-07-21 10:23:00,18.85,19.1,19.1,18.85,164300.0,3122989.0
603533.SH,2026-07-21 10:24:00,19.09,19.1,19.11,19.09,227300.0,4342114.0
