trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260818,000007.SZ,全新好,U,11.69,11.69,9.57,0,19618169.0,130045,130045,1.0,1/1,一般零售,3.29,126807213.0,4049977634.36,4049977681.12,19618169.0
20260818,000019.SZ,深粮控股,U,6.96,6.96,5.7,2,12345306.0,100406,130009,1.0,1/1,农产品加,13.11,370254384.0,2896796592.72,8021645326.08,12345306.0
20260818,000020.SZ,深华发Ａ,U,12.49,12.49,10.22,0,104071651.0,101739,101739,1.0,1/1,光学光电,3.71,81038091.0,2262755733.59,3536683787.68,104071651.0
20260818,000153.SZ,丰原药业,U,6.68,6.68,5.46,0,109721939.0,92500,92500,1.0,1/1,化学制药,2.3,70646077.0,3065241559.96,3104099273.6,109721939.0
20260818,000505.SZ,京粮控股,U,6.79,6.79,5.55,1,30318708.0,101933,105236,2.0,2/2,农产品加,12.21,508426816.0,4293862481.44,4935992238.24,30318708.0
20260818,000526.SZ,学大教育,U,35.54,35.54,29.08,0,329441584.0,92500,92500,1.0,1/1,教育,2.64,113823958.0,4317168509.86,4330943813.86,329441584.0
20260818,000597.SZ,东北制药,U,5.51,5.51,4.51,0,62369546.0,112418,112418,1.0,1/1,化学制药,5.85,441210320.0,7764712590.87,7862374778.72,62369546.0
20260818,000620.SZ,盈新发展,U,3.41,3.41,2.79,1,184542611.0,92500,93221,1.0,2/3,房地产开发,7.65,1213375824.0,15930663459.15,20022889722.88,184542611.0
20260818,000678.SZ,襄阳轴承,U,10.51,10.51,8.6,1,35890788.0,103857,103939,1.0,1/1,汽车零部件,9.99,454335968.0,4830519986.47,4830519933.92,35890788.0
20260818,000713.SZ,国投丰乐,U,6.5,6.5,5.32,0,3598140.0,145600,145600,1.0,1/1,种植业,7.72,297375904.0,3991097370.0,5188426568.0,3598140.0
20260818,000716.SZ,黑芝麻,U,5.81,5.81,4.75,0,27138527.0,101733,101733,1.0,1/1,休闲食品,13.97,576452144.0,4274557235.97,4374256318.88,27138527.0
20260818,000735.SZ,罗 牛 山,U,6.18,6.18,5.06,0,106127978.0,94521,94521,2.0,2/2,养殖业,10.37,706971856.0,7112546655.06,7116353949.12,106127978.0
20260818,000852.SZ,石化机械,U,5.79,5.79,4.73,0,40268685.0,94806,94806,1.0,1/1,专用设备,3.05,162804627.0,5501998874.67,5533909133.76,40268685.0
