ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000620.SZ,20260626,1min,241,1,09:35:00,15:00:00,7,5,2.924,5,39.8,25.2,0.0,0.007854,0.0,31,0.0,25.04,36.268,64.944,high_open_board_risk
000823.SZ,20260626,1min,241,1,09:30:00,15:00:00,2,4,4.3219,4,2.0,95.0,24.3189,0.012622,0.0,31,0.0,49.0,54.3457,39.7,high_open_board_risk
001210.SZ,20260626,1min,241,1,09:35:00,15:00:00,1,0,0.5036,0,,0.0,61.9786,0.023185,0.0,31,0.0,70.0,75.0936,8.25,healthy_limitup
001215.SZ,20260626,1min,241,1,13:48:00,15:00:00,1,0,0.9957,0,,0.0,59.026,0.011982,0.0,31,0.0,45.0,62.9578,12.0,neutral_limitup
001270.SZ,20260626,1min,241,1,10:22:00,15:00:00,2,3,0.9467,3,2.0,95.0,56.5697,0.009254,0.0,31,0.0,46.0,62.6709,32.45,high_open_board_risk
001289.SZ,20260626,1min,241,1,09:31:00,15:00:00,1,0,1.0814,0,,0.0,58.5117,0.081082,0.0,31,0.0,70.0,74.0535,8.25,neutral_limitup
001389.SZ,20260626,1min,241,1,10:06:00,15:00:00,5,6,1.9875,6,21.5,43.5,0.0,0.010459,0.0,31,0.0,5.7,27.565,63.27,high_open_board_risk
001400.SZ,20260626,1min,241,1,11:03:00,15:00:00,1,0,0.9275,0,,0.0,59.4353,0.049658,0.0,31,0.0,45.0,63.0806,12.0,neutral_limitup
002106.SZ,20260626,1min,241,1,09:36:00,15:00:00,1,1,1.0243,1,1.0,100.0,81.854,0.037562,0.0,31,0.0,80.0,85.5562,10.7,healthy_limitup
002119.SZ,20260626,1min,241,1,11:28:00,15:00:00,3,0,2.6742,0,,0.0,48.9546,0.014154,0.0,31,0.0,45.0,59.9364,12.0,neutral_limitup
