trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260831,000011.SZ,深物业A,U,10.07,10.07,8.24,0,93488873.0,92500,92500,2.0,2/2,房地产开发,2.18,115646357.0,5301608718.01,6001509416.16,93488873.0
20260831,000560.SZ,我爱我家,U,2.9,2.9,2.38,0,458788700.0,92500,92500,2.0,3/5,房地产服务,2.73,185611600.0,6793795545.1,6830952459.2,458788700.0
20260831,000712.SZ,锦龙股份,U,12.98,12.98,10.62,3,52450882.0,93133,142609,4.0,4/4,证券Ⅱ,27.44,3119349440.0,11626628942.5,11630080000.0,52450882.0
20260831,000892.SZ,欢瑞世纪,U,4.3,4.3,3.52,0,158916820.0,93451,93451,1.0,1/1,影视院线,7.52,226322636.0,3056434857.2,4218216064.0,158916820.0
20260831,000965.SZ,天保基建,U,3.62,3.62,2.96,4,13143640.0,92500,145027,1.0,1/1,房地产开发,12.12,480043392.0,4017587839.9,4017587843.52,13143640.0
20260831,000977.SZ,浪潮信息,U,85.18,85.18,69.7,1,407519433.0,135157,135609,1.0,1/1,计算机设,7.95,9601180928.0,124951876259.52,125084841558.08,407519433.0
20260831,001221.SZ,悍高集团,U,41.27,41.27,33.77,6,33165025.0,93315,132448,1.0,1/1,家居用品,9.55,300949264.0,3172406493.58,16508412700.0,33165025.0
20260831,001330.SZ,博纳影业,U,5.61,5.61,4.59,2,170636570.0,102530,104836,1.0,1/1,影视院线,11.11,702824656.0,6523573476.42,7711051545.12,170636570.0
20260831,002008.SZ,大族激光,U,96.38,96.38,78.86,0,278905407.0,141421,141421,1.0,1/1,自动化设,6.05,5336748544.0,92209628051.14,99233176463.04,278905407.0
20260831,002081.SZ,金 螳 螂,U,6.16,6.16,5.04,0,244163920.0,94212,94212,1.0,1/1,装修装饰,10.18,1597935920.0,16339711523.52,16356793967.36,244163920.0
20260831,002084.SZ,海鸥住工,U,6.38,6.38,5.22,0,330898030.0,92500,92500,6.0,6/6,家居用品,0.97,39838028.0,4112767739.96,4121837586.24,330898030.0
20260831,002098.SZ,浔兴股份,U,8.15,8.15,6.67,0,14095425.0,93118,93118,1.0,1/1,纺织制造,2.98,86425158.0,2917700000.0,2917700000.0,14095425.0
20260831,002133.SZ,广宇集团,U,3.1,3.1,2.54,0,31150784.0,92500,92500,1.0,1/1,房地产开发,4.05,96606416.0,2386597623.1,2399846945.6,31150784.0
20260831,002141.SZ,贤丰控股,U,7.1,7.1,5.81,0,144130710.0,100451,100451,1.0,1/1,元件,14.64,1038612832.0,7333844165.8,7333844123.2,144130710.0
20260831,002169.SZ,智光电气,U,13.41,13.41,10.97,1,94983030.0,93142,93230,1.0,1/1,电网设备,3.08,309032640.0,10203990397.47,10496061927.36,94983030.0
20260831,002303.SZ,美盈森,U,5.69,5.69,4.65,1,15994590.0,132203,132942,1.0,1/1,包装印刷,7.84,459045888.0,6073298457.25,8713231739.2,15994590.0
20260831,002328.SZ,新朋股份,U,8.5,8.5,6.96,0,50253912.0,95330,95330,1.0,1/1,汽车零部件,8.9,420150288.0,4850830116.0,6560045000.0,50253912.0
20260831,002375.SZ,亚厦股份,U,4.07,4.07,3.33,3,33365046.0,93015,93436,1.0,1/1,装修装饰,2.24,120519238.0,5417155596.27,5453785738.72,33365046.0
20260831,002396.SZ,星网锐捷,U,40.36,40.36,33.02,2,244556253.0,134627,135300,3.0,4/7,通信设备,18.57,5255444224.0,30569273678.16,30569273597.44,244556253.0
20260831,002418.SZ,康盛股份,U,5.39,5.39,4.41,0,134988512.0,95518,95518,1.0,4/5,家电零部,25.62,1474324288.0,6125196000.0,6125196000.0,134988512.0
20260831,002534.SZ,西子洁能,U,16.52,16.52,13.52,1,168303744.0,93136,93142,1.0,1/1,其他电源,1.02,137221991.0,13635030064.32,13809649239.68,168303744.0
