ts_code,trade_date,close,open,high,low,vol,amount,vwap
000048.SZ,20260814,23.8,23.73,23.8,23.73,89300.0,2120003.04,23.74
000410.SZ,20260814,5.52,5.55,5.55,5.51,735000.0,4076257.92,5.55
000593.SZ,20260814,26.79,26.59,26.79,26.41,2376311.04,63164369.92,26.58
000665.SZ,20260814,4.21,4.2,4.25,4.2,1228800.0,5172550.08,4.21
000692.SZ,20260814,5.07,5.12,5.12,5.01,6084400.0,31111091.2,5.11
000715.SZ,20260814,5.26,5.24,5.27,5.24,486200.0,2548491.04,5.24
000720.SZ,20260814,3.9,3.92,3.94,3.9,1460300.0,5723614.72,3.92
000736.SZ,20260814,4.64,4.62,4.64,4.62,494700.0,2285919.04,4.62
000802.SZ,20260814,6.18,6.2,6.24,6.09,22701701.12,140664883.2,6.2
000887.SZ,20260814,22.9,23.0,23.0,22.75,3006400.0,69078768.64,22.98
000936.SZ,20260814,6.97,6.97,6.97,6.97,8832965.12,61565767.68,6.97
001260.SZ,20260814,23.13,23.13,23.13,23.13,618500.0,14305904.64,23.13
001313.SZ,20260814,7.93,7.97,7.97,7.92,562700.0,4483859.84,7.97
001696.SZ,20260814,16.78,16.76,16.82,16.73,1039300.0,17420747.52,16.76
002005.SZ,20260814,2.56,2.56,2.57,2.55,2050700.0,5250611.84,2.56
002031.SZ,20260814,6.2,6.15,6.22,6.15,5356400.0,32989752.32,6.16
002047.SZ,20260814,3.88,3.91,3.98,3.82,8197600.0,31953121.28,3.9
002081.SZ,20260814,5.26,5.29,5.29,5.15,56507499.52,298438778.88,5.28
002146.SZ,20260814,1.22,1.22,1.23,1.22,6376800.0,7779857.28,1.22
002164.SZ,20260814,12.57,12.56,12.58,12.55,193000.0,2424480.96,12.56
002172.SZ,20260814,4.54,4.54,4.54,4.54,8713150.08,39557701.12,4.54
002178.SZ,20260814,4.8,4.8,4.82,4.79,957400.0,4595574.08,4.8
002229.SZ,20260814,13.0,12.99,13.1,12.79,7968700.16,103395266.56,12.98
002244.SZ,20260814,9.29,9.26,9.3,9.26,187300.0,1736356.96,9.27
002248.SZ,20260814,11.65,11.66,11.73,11.63,1971800.0,22992476.16,11.66
002329.SZ,20260814,4.27,4.16,4.29,4.16,15260199.68,63542430.72,4.16
002357.SZ,20260814,10.31,10.32,10.39,10.25,885500.0,9139870.08,10.32
002379.SZ,20260814,19.48,19.5,19.51,19.4,1108600.0,21608599.04,19.49
002421.SZ,20260814,3.56,3.55,3.57,3.54,6191000.32,21996556.8,3.55
002437.SZ,20260814,4.43,4.43,4.46,4.33,36092544.0,159611985.92,4.42
002483.SZ,20260814,5.68,5.68,5.74,5.66,1913500.0,10873639.68,5.68
002520.SZ,20260814,6.39,6.39,6.42,6.39,863600.0,5521237.76,6.39
002552.SZ,20260814,59.45,59.59,59.75,59.2,773300.0,46069785.6,59.58
002562.SZ,20260814,4.97,4.95,4.97,4.95,907700.0,4496450.88,4.95
002573.SZ,20260814,3.39,3.4,3.41,3.37,1254100.0,4260764.16,3.4
002582.SZ,20260814,11.43,11.5,11.5,11.43,1303700.0,14985802.24,11.5
002589.SZ,20260814,3.59,3.6,3.63,3.57,8097200.0,29140185.6,3.6
002682.SZ,20260814,4.88,4.89,4.98,4.88,6379800.32,31213309.44,4.89
002792.SZ,20260814,37.89,37.86,38.24,37.86,1113528.0,42197611.52,37.9
002870.SZ,20260814,46.7,46.77,46.92,46.6,108700.0,5083977.92,46.77
003032.SZ,20260814,11.51,11.5,11.62,11.48,3024001.92,34801728.0,11.51
600162.SH,20260814,4.57,4.57,4.57,4.57,9683699.84,44254510.08,4.57
600234.SH,20260814,22.71,22.71,22.71,22.71,71000.0,1612409.92,22.71
600266.SH,20260814,4.4,4.4,4.4,4.4,2062100.0,9073240.32,4.4
600272.SH,20260814,15.57,15.57,15.6,15.57,691600.0,10768463.36,15.57
600376.SH,20260814,4.14,4.14,4.14,4.14,1868900.0,7737246.08,4.14
600379.SH,20260814,14.7,14.7,14.7,14.7,283900.0,4173329.92,14.7
600572.SH,20260814,4.63,4.63,4.63,4.63,2233300.0,10340179.2,4.63
600602.SH,20260814,19.3,19.3,19.3,19.3,2036700.0,39308311.04,19.3
600604.SH,20260814,4.76,4.76,4.76,4.76,3134499.84,14920220.16,4.76
600641.SH,20260814,34.89,34.89,34.89,34.89,745240.0,26001423.36,34.89
600683.SH,20260814,14.22,14.22,14.22,14.22,2599400.0,36963468.8,14.22
600721.SH,20260814,13.61,13.61,13.61,13.61,3626354.88,49354690.56,13.61
600857.SH,20260814,19.84,19.84,19.84,19.84,303000.0,6011520.0,19.84
600881.SH,20260814,2.46,2.46,2.46,2.46,32832399.36,80767703.04,2.46
601155.SH,20260814,11.57,11.55,11.57,11.52,211900.0,2447422.08,11.55
601700.SH,20260814,7.06,7.04,7.09,7.04,1710600.0,12044616.96,7.04
601886.SH,20260814,11.53,11.53,11.53,11.53,1341500.0,15467494.4,11.53
603052.SH,20260814,57.33,57.33,57.33,57.33,57000.0,3267809.92,57.33
603076.SH,20260814,21.91,21.86,21.91,21.86,78700.0,1720900.96,21.87
603095.SH,20260814,13.52,13.52,13.52,13.52,110000.0,1487200.0,13.52
603102.SH,20260814,40.14,40.14,40.14,40.14,211600.0,8493624.32,40.14
603191.SH,20260814,16.95,16.95,16.95,16.95,1274000.0,21594298.88,16.95
603232.SH,20260814,16.39,16.39,16.39,16.39,335600.0,5500483.84,16.39
603269.SH,20260814,17.64,17.64,17.64,17.64,332360.0,5862830.08,17.64
603277.SH,20260814,11.99,11.99,11.99,11.99,675100.0,8094449.28,11.99
603289.SH,20260814,8.9,8.9,8.9,8.9,100500.0,894450.0,8.9
603330.SH,20260814,10.19,10.19,10.19,10.19,2887330.88,29421903.36,10.19
603396.SH,20260814,26.63,26.63,26.63,26.63,62300.0,1659048.96,26.63
603466.SH,20260814,13.82,13.72,13.82,13.72,3350700.16,45979274.24,13.72
603538.SH,20260814,31.65,31.65,31.65,31.65,1387280.0,43907409.92,31.65
603615.SH,20260814,17.08,17.08,17.08,17.08,50000.0,854000.0,17.08
603690.SH,20260814,27.1,27.0,27.1,26.95,443500.0,11974717.44,27.0
603696.SH,20260814,15.94,15.94,15.94,15.94,531200.0,8467328.0,15.94
603758.SH,20260814,15.0,15.0,15.0,15.0,3862499.84,57937500.16,15.0
603887.SH,20260814,12.86,12.86,12.86,12.86,9175612.8,117998387.2,12.86
603897.SH,20260814,32.8,32.8,32.8,32.8,624800.0,20493440.0,32.8
605179.SH,20260814,34.33,34.33,34.33,34.33,1190600.0,40873295.36,34.33
605286.SH,20260814,35.79,35.79,35.79,35.79,1052800.0,37679713.28,35.79
605289.SH,20260814,107.92,107.92,107.92,107.92,16100.0,1737512.0,107.92
